City/Town,Ward,Pct,"Suzanne M. Bump","Helen Brady","Daniel Fishman","Edward J. Stamas","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Libertarian,Green-rainbow
Williamsburg,-,1,"1,060",242,43,139,0,73,"1,557"
Williamstown,-,1,"1,050",179,38,41,0,60,"1,368"
Williamstown,-,2,424,39,8,38,1,18,528
Williamstown,-,3,"1,023",144,29,50,0,62,"1,308"
Wilmington,-,1,932,695,66,29,0,124,"1,846"
Wilmington,-,2,867,708,70,21,2,152,"1,820"
Wilmington,-,3,836,744,77,26,2,100,"1,785"
Wilmington,-,4,930,795,85,35,2,136,"1,983"
Wilmington,-,5,992,743,61,27,1,134,"1,958"
Wilmington,-,6,932,749,70,27,2,122,"1,902"
Winchendon,-,1,402,423,0,0,0,25,850
Winchendon,-,1A,130,110,13,6,0,13,272
Winchendon,-,2,549,572,48,25,0,47,"1,241"
Winchendon,-,3,509,564,51,38,0,58,"1,220"
Winchester,-,1,878,354,68,28,0,100,"1,428"
Winchester,-,2,741,342,53,32,0,85,"1,253"
Winchester,-,3,"1,014",345,95,29,0,119,"1,602"
Winchester,-,4,842,450,76,26,0,147,"1,541"
Winchester,-,5,782,533,66,27,0,100,"1,508"
Winchester,-,6,695,481,66,29,0,108,"1,379"
Winchester,-,7,827,479,79,23,0,127,"1,535"
Winchester,-,8,619,300,41,28,0,85,"1,073"
Windsor,-,1,279,103,19,26,0,30,457
Winthrop,-,1,718,462,54,23,1,106,"1,364"
Winthrop,-,2,675,432,47,22,0,84,"1,260"
Winthrop,-,3,759,359,67,27,0,80,"1,292"
Winthrop,-,4,613,390,38,24,1,76,"1,142"
Winthrop,-,5,749,430,44,27,2,134,"1,386"
Winthrop,-,6,741,348,74,37,2,57,"1,259"
Woburn,1,1,596,303,34,16,0,70,"1,019"
Woburn,1,2,669,424,40,19,0,88,"1,240"
Woburn,2,1,657,373,48,21,0,92,"1,191"
Woburn,2,2,532,227,26,25,0,50,860
Woburn,3,1,571,407,47,23,0,86,"1,134"
Woburn,3,2,799,537,40,24,1,120,"1,521"
Woburn,4,1,710,536,54,22,0,114,"1,436"
Woburn,4,2,629,325,43,24,0,72,"1,093"
Woburn,5,1,774,394,60,21,0,76,"1,325"
Woburn,5,2,711,481,45,16,0,88,"1,341"
Woburn,6,1,414,224,25,12,0,40,715
Woburn,6,2,614,448,46,22,0,89,"1,219"
Woburn,7,1,724,616,57,20,0,114,"1,531"
Woburn,7,2,642,514,34,17,0,102,"1,309"
Worcester,1,1,"1,041",513,66,48,0,99,"1,767"
Worcester,1,2,"1,031",575,73,34,1,114,"1,828"
Worcester,1,3,583,354,48,24,0,61,"1,070"
Worcester,1,4,"1,132",418,79,73,0,106,"1,808"
Worcester,1,5,860,457,65,32,1,95,"1,510"
Worcester,2,1,925,447,66,40,0,88,"1,566"
Worcester,2,2,936,426,69,32,1,91,"1,555"
Worcester,2,3,828,400,62,25,5,86,"1,406"
Worcester,2,4,802,185,30,21,1,52,"1,091"
Worcester,2,5,343,79,11,12,0,19,464
Worcester,3,1,637,253,57,41,0,60,"1,048"
Worcester,3,2,249,52,15,18,0,17,351
Worcester,3,3,593,236,41,35,0,35,940
Worcester,3,4,424,100,18,24,0,24,590
Worcester,3,5,645,279,36,45,2,38,"1,045"
Worcester,4,1,425,108,22,21,2,36,614
Worcester,4,2,511,244,46,26,2,60,889
Worcester,4,3,416,60,23,27,1,31,558
Worcester,4,4,553,262,41,22,1,51,930
Worcester,4,5,733,330,37,35,1,68,"1,204"
Worcester,5,1,499,128,22,15,1,42,707
Worcester,5,2,740,331,37,22,1,64,"1,195"
Worcester,5,3,809,477,76,41,1,77,"1,481"
Worcester,5,4,760,431,48,20,1,80,"1,340"
Worcester,5,5,756,350,46,43,1,63,"1,259"
Worcester,6,1,342,58,21,9,0,23,453
Worcester,6,2,504,125,18,12,0,29,688
Worcester,6,3,509,164,37,23,0,42,775
Worcester,6,4,273,106,22,11,0,17,429
Worcester,6,5,633,329,33,16,0,46,"1,057"
Worcester,7,1,806,310,38,43,0,77,"1,274"
Worcester,7,2,525,181,37,28,1,35,807
Worcester,7,3,718,324,31,21,0,65,"1,159"
Worcester,7,4,662,326,50,36,0,47,"1,121"
Worcester,7,5,695,368,48,37,1,86,"1,235"
Worcester,8,1,331,91,11,16,0,17,466
Worcester,8,2,351,76,16,11,0,21,475
Worcester,8,3,357,38,17,34,0,28,474
Worcester,8,4,491,127,19,13,1,37,688
Worcester,8,5,397,145,26,21,0,31,620
Worcester,9,1,806,235,43,53,4,114,"1,255"
Worcester,9,2,"1,019",331,59,47,2,100,"1,558"
Worcester,9,3,646,277,41,40,0,77,"1,081"
Worcester,9,4,922,438,49,46,1,109,"1,565"
Worcester,9,5,902,466,58,41,0,99,"1,566"
Worcester,10,1,418,112,24,29,1,52,636
Worcester,10,2,476,82,27,36,0,27,648
Worcester,10,3,379,56,27,18,2,38,520
Worcester,10,4,340,64,11,22,3,28,468
Worcester,10,5,381,67,10,8,1,14,481
Worthington,-,1,407,185,22,40,0,33,687
Wrentham,-,1,824,753,65,33,2,105,"1,782"
Wrentham,-,2,836,861,92,32,3,112,"1,936"
Wrentham,-,3,967,708,64,28,1,105,"1,873"
Yarmouth,-,1,"1,092",751,63,26,1,66,"1,999"
Yarmouth,-,2,"1,051",717,48,27,1,95,"1,939"
Yarmouth,-,3,744,489,45,21,0,49,"1,348"
Yarmouth,-,4,867,672,52,27,0,63,"1,681"
Yarmouth,-,5,768,580,50,25,1,62,"1,486"
Yarmouth,-,6,782,604,39,34,0,57,"1,516"
Yarmouth,-,7,"1,151",945,67,24,2,118,"2,307"
TOTALS,,,"1,606,518","801,583","108,953","67,355","1,875","166,381","2,752,665"
