City/Town,Ward,Pct,"Maura Healey","James R. McMahon, III","All Others",Blanks,"Total Votes Cast"
Stoughton,-,5,804,406,0,36,"1,246"
Stoughton,-,6,894,417,0,40,"1,351"
Stoughton,-,7,887,325,1,28,"1,241"
Stoughton,-,8,755,298,2,33,"1,088"
Stow,-,1,"1,503",573,2,26,"2,104"
Stow,-,2,"1,403",517,0,45,"1,965"
Sturbridge,-,1,868,636,0,27,"1,531"
Sturbridge,-,2,888,778,0,18,"1,684"
Sturbridge,-,3,823,587,0,29,"1,439"
Sudbury,-,1,"1,081",342,0,30,"1,453"
Sudbury,-,1A,366,133,1,8,508
Sudbury,-,2,"1,367",424,1,31,"1,823"
Sudbury,-,3,"1,440",535,0,36,"2,011"
Sudbury,-,4,"1,505",436,3,42,"1,986"
Sudbury,-,5,"1,370",461,0,34,"1,865"
Sunderland,-,1,"1,260",301,1,36,"1,598"
Sutton,-,1,842,831,0,32,"1,705"
Sutton,-,2,745,762,0,36,"1,543"
Sutton,-,3,791,623,0,36,"1,450"
Swampscott,-,1,833,349,1,31,"1,214"
Swampscott,-,2,"1,021",333,0,33,"1,387"
Swampscott,-,3,867,256,0,25,"1,148"
Swampscott,-,4,"1,052",317,0,36,"1,405"
Swampscott,-,5,904,354,0,33,"1,291"
Swampscott,-,6,"1,043",360,0,45,"1,448"
Swansea,-,1,717,648,2,29,"1,396"
Swansea,-,2,749,515,0,33,"1,297"
Swansea,-,3,707,510,2,26,"1,245"
Swansea,-,4,724,610,1,31,"1,366"
Swansea,-,5,664,644,0,46,"1,354"
Taunton,1,A,603,308,2,37,950
Taunton,1,B,733,543,1,57,"1,334"
Taunton,2,A,413,175,1,11,600
Taunton,2,B,528,267,0,26,821
Taunton,3,A,662,338,0,48,"1,048"
Taunton,3,B,792,478,2,53,"1,325"
Taunton,4,A,704,573,0,40,"1,317"
Taunton,4,B,732,461,2,34,"1,229"
Taunton,5,A,577,292,1,31,901
Taunton,5,B,580,259,0,30,869
Taunton,6,A,468,228,0,26,722
Taunton,6,B,725,349,2,44,"1,120"
Taunton,7,A,832,498,0,58,"1,388"
Taunton,7,B,779,622,2,58,"1,461"
Taunton,8,A,798,548,0,56,"1,402"
Taunton,8,B,891,615,2,55,"1,563"
Templeton,-,A,587,584,0,14,"1,185"
Templeton,-,B,542,516,2,28,"1,088"
Templeton,-,C,511,415,1,18,945
Tewksbury,-,1,914,659,0,40,"1,613"
Tewksbury,-,1A,995,762,1,52,"1,810"
Tewksbury,-,2,967,672,2,46,"1,687"
Tewksbury,-,2A,849,620,0,41,"1,510"
Tewksbury,-,3,"1,138",800,0,45,"1,983"
Tewksbury,-,3A,"1,182",828,2,55,"2,067"
Tewksbury,-,4,"1,074",728,1,41,"1,844"
Tewksbury,-,4A,"1,083",682,1,57,"1,823"
Tisbury,-,1,"1,836",427,0,55,"2,318"
Tolland,-,1,114,139,0,8,261
Topsfield,-,1,"2,161","1,317",0,136,"3,614"
Townsend,-,1,658,644,0,33,"1,335"
Townsend,-,2,693,617,0,32,"1,342"
Townsend,-,3,734,598,0,28,"1,360"
Truro,-,1,"1,140",289,0,24,"1,453"
Tyngsborough,-,1,757,512,0,34,"1,303"
Tyngsborough,-,2,737,568,0,26,"1,331"
Tyngsborough,-,3,813,514,0,42,"1,369"
Tyngsborough,-,4,840,603,0,43,"1,486"
Tyringham,-,1,200,51,0,10,261
Upton,-,1,"1,275",742,0,50,"2,067"
Upton,-,2,"1,142",722,0,61,"1,925"
Uxbridge,-,1,832,766,0,37,"1,635"
Uxbridge,-,2,817,611,0,40,"1,468"
Uxbridge,-,3,732,691,0,35,"1,458"
Uxbridge,-,4,878,701,0,39,"1,618"
Wakefield,-,1,"1,208",719,0,68,"1,995"
Wakefield,-,2,"1,014",534,2,46,"1,596"
Wakefield,-,3,"1,139",625,2,45,"1,811"
Wakefield,-,4,"1,178",545,0,54,"1,777"
Wakefield,-,5,"1,312",600,0,47,"1,959"
Wakefield,-,6,"1,315",554,1,44,"1,914"
Wakefield,-,7,"1,186",604,0,61,"1,851"
Wales,-,1,375,412,2,19,808
Walpole,-,1,956,498,0,25,"1,479"
Walpole,-,2,974,593,0,54,"1,621"
Walpole,-,3,"1,035",560,0,55,"1,650"
Walpole,-,4,958,466,0,39,"1,463"
Walpole,-,5,785,527,0,28,"1,340"
Walpole,-,6,961,592,3,38,"1,594"
Walpole,-,7,972,590,1,48,"1,611"
Walpole,-,8,862,655,0,41,"1,558"
Waltham,1,1,"1,114",417,0,52,"1,583"
Waltham,1,2,"1,145",489,1,56,"1,691"
Waltham,2,1,"1,137",423,1,36,"1,597"
Waltham,2,2,883,216,0,23,"1,122"
Waltham,3,1,"1,095",595,0,53,"1,743"
Waltham,3,2,"1,112",427,3,42,"1,584"
Waltham,4,1,"1,157",466,0,58,"1,681"
Waltham,4,2,268,107,0,8,383
Waltham,5,1,"1,125",303,3,48,"1,479"
Waltham,5,2,957,222,0,27,"1,206"
Waltham,6,1,"1,021",257,2,36,"1,316"
Waltham,6,2,602,162,0,18,782
Waltham,7,1,"1,014",377,0,36,"1,427"
Waltham,7,2,399,76,0,17,492
Waltham,8,1,936,194,1,25,"1,156"
Waltham,8,2,"1,033",226,5,32,"1,296"
Waltham,9,1,735,141,0,27,903
Waltham,9,2,761,149,0,27,937
Ware,-,A,555,328,0,24,907
Ware,-,B,583,471,0,16,"1,070"
Ware,-,C,798,653,0,43,"1,494"
Wareham,-,1,850,653,2,38,"1,543"
Wareham,-,2,929,641,3,31,"1,604"
Wareham,-,3,941,686,1,24,"1,652"
Wareham,-,4,822,682,1,28,"1,533"
Wareham,-,5,900,784,2,40,"1,726"
Wareham,-,6,763,655,0,27,"1,445"
Warren,-,A,679,672,0,42,"1,393"
Warren,-,B,263,211,1,14,489
Warwick,-,1,295,115,0,8,418
Washington,-,1,215,80,1,4,300
Watertown,-,1,841,214,2,36,"1,093"
Watertown,-,2,956,205,1,22,"1,184"
Watertown,-,3,"1,207",203,2,27,"1,439"
Watertown,-,4,"1,285",200,4,24,"1,513"
Watertown,-,5,"1,151",192,2,28,"1,373"
Watertown,-,6,"1,014",194,0,22,"1,230"
Watertown,-,7,"1,154",274,1,28,"1,457"
Watertown,-,8,"1,197",289,3,36,"1,525"
Watertown,-,9,888,194,2,21,"1,105"
Watertown,-,10,"1,319",394,0,36,"1,749"
Watertown,-,11,882,299,2,27,"1,210"
Watertown,-,12,875,214,0,34,"1,123"
Wayland,-,1,"1,490",403,0,33,"1,926"
Wayland,-,2,"1,425",356,1,37,"1,819"
Wayland,-,3,"1,378",352,1,39,"1,770"
Wayland,-,4,"1,524",459,0,52,"2,035"
Webster,-,1,538,390,1,22,951
Webster,-,2,390,229,1,12,632
Webster,-,3,539,445,1,26,"1,011"
Webster,-,4,816,827,1,33,"1,677"
Webster,-,5,702,509,0,22,"1,233"
Wellesley,-,A,"1,353",422,2,45,"1,822"
Wellesley,-,B,"1,521",437,0,32,"1,990"
Wellesley,-,C,"1,139",642,0,42,"1,823"
Wellesley,-,D,"1,559",415,2,39,"2,015"
Wellesley,-,E,"1,233",414,0,21,"1,668"
Wellesley,-,F,833,271,0,24,"1,128"
Wellesley,-,G,798,156,0,15,969
Wellesley,-,H,"1,281",449,2,35,"1,767"
Wellfleet,-,1,"1,594",411,3,18,"2,026"
Wendell,-,1,430,67,0,12,509
Wenham,-,1,"1,372",718,0,42,"2,132"
"W. Boylston",-,1,950,604,2,32,"1,588"
"W. Boylston",-,2,"1,249",893,1,63,"2,206"
"W. Bridgewater",-,1,893,826,0,69,"1,788"
"W. Bridgewater",-,2,862,771,1,54,"1,688"
"W. Brookfield",-,1,927,806,0,26,"1,759"
"W. Newbury",-,1,"1,705",875,1,64,"2,645"
"W. Springfield",-,1,327,166,0,12,505
"W. Springfield",-,2,481,214,0,18,713
"W. Springfield",-,3,622,420,0,25,"1,067"
"W. Springfield",-,4,771,430,1,44,"1,246"
"W. Springfield",-,5,973,769,0,41,"1,783"
"W. Springfield",-,6,880,664,1,56,"1,601"
"W. Springfield",-,7,891,760,0,54,"1,705"
"W. Springfield",-,8,591,373,1,22,987
"W. Stockbridge",-,1,663,126,0,24,813
"W. Tisbury",-,1,"1,587",308,0,25,"1,920"
Westborough,-,1,789,301,1,23,"1,114"
Westborough,-,2,820,318,1,19,"1,158"
Westborough,-,3,"1,159",431,0,30,"1,620"
Westborough,-,4,"1,480",603,1,34,"2,118"
Westborough,-,5,"1,336",581,0,39,"1,956"
Westfield,1,A,820,723,0,57,"1,600"
Westfield,1,B,738,636,2,35,"1,411"
Westfield,2,A,439,240,0,29,708
Westfield,2,B,610,407,0,35,"1,052"
Westfield,3,A,448,233,1,26,708
Westfield,3,B,716,516,1,39,"1,272"
Westfield,4,A,337,254,0,19,610
Westfield,4,B,964,774,3,52,"1,793"
Westfield,5,A,879,783,1,38,"1,701"
Westfield,5,B,825,779,1,36,"1,641"
Westfield,6,A,740,677,0,28,"1,445"
Westfield,6,B,592,534,0,19,"1,145"
Westford,-,1,"1,352",716,0,44,"2,112"
Westford,-,2,"1,373",624,1,43,"2,041"
Westford,-,3,"1,311",687,1,37,"2,036"
Westford,-,4,"1,380",569,0,32,"1,981"
Westford,-,5,"1,272",603,2,36,"1,913"
Westford,-,6,"1,133",604,0,44,"1,781"
Westhampton,-,1,674,314,0,19,"1,007"
Westminster,-,1,"1,105",840,0,37,"1,982"
Westminster,-,2,"1,069",852,0,43,"1,964"
Weston,-,1,"1,061",403,1,29,"1,494"
Weston,-,2,933,387,1,25,"1,346"
Weston,-,3,892,395,1,29,"1,317"
Weston,-,4,960,423,3,25,"1,411"
Westport,-,A,698,575,0,47,"1,320"
Westport,-,B,"1,005",737,0,45,"1,787"
Westport,-,C,655,508,0,46,"1,209"
Westport,-,D,694,500,0,43,"1,237"
Westport,-,E,976,678,0,54,"1,708"
Westwood,-,1,"1,421",640,0,47,"2,108"
Westwood,-,2,"1,405",686,1,53,"2,145"
Westwood,-,3,"1,374",668,0,62,"2,104"
Westwood,-,4,"1,165",712,0,57,"1,934"
Weymouth,-,1,859,434,1,33,"1,327"
Weymouth,-,2,956,544,5,43,"1,548"
Weymouth,-,3,917,582,0,51,"1,550"
Weymouth,-,4,893,481,0,33,"1,407"
Weymouth,-,5,766,313,2,19,"1,100"
Weymouth,-,6,"1,027",463,0,32,"1,522"
Weymouth,-,7,799,443,1,31,"1,274"
Weymouth,-,8,945,423,0,36,"1,404"
Weymouth,-,9,971,536,1,30,"1,538"
Weymouth,-,10,664,302,0,25,991
Weymouth,-,11,860,459,0,25,"1,344"
Weymouth,-,12,883,545,3,42,"1,473"
Weymouth,-,13,638,302,1,21,962
Weymouth,-,14,783,347,1,28,"1,159"
Weymouth,-,15,966,508,0,44,"1,518"
Weymouth,-,16,"1,013",576,2,59,"1,650"
Weymouth,-,17,718,339,1,26,"1,084"
Weymouth,-,18,"1,270",701,4,55,"2,030"
Whately,-,1,640,242,0,15,897
Whitman,-,1,"1,094",742,1,43,"1,880"
Whitman,-,2,893,649,2,50,"1,594"
Whitman,-,3,979,684,1,33,"1,697"
Whitman,-,4,932,624,0,50,"1,606"
Wilbraham,-,A,998,721,0,59,"1,778"
Wilbraham,-,B,975,708,0,50,"1,733"
Wilbraham,-,C,887,770,3,53,"1,713"
Wilbraham,-,D,"1,015",793,0,75,"1,883"
Williamsburg,-,1,"1,233",294,0,30,"1,557"
Williamstown,-,1,"1,125",210,5,28,"1,368"
Williamstown,-,2,475,43,2,8,528
Williamstown,-,3,"1,101",182,2,23,"1,308"
Wilmington,-,1,"1,130",661,0,55,"1,846"
Wilmington,-,2,"1,076",674,0,70,"1,820"
Wilmington,-,3,"1,037",710,1,37,"1,785"
Wilmington,-,4,"1,134",798,3,48,"1,983"
Wilmington,-,5,"1,184",718,4,52,"1,958"
Wilmington,-,6,"1,099",761,1,41,"1,902"
Winchendon,-,1,410,428,0,12,850
Winchendon,-,1A,151,112,0,9,272
Winchendon,-,2,635,577,0,29,"1,241"
Winchendon,-,3,622,573,0,25,"1,220"
Winchester,-,1,"1,040",356,0,32,"1,428"
Winchester,-,2,892,331,0,30,"1,253"
Winchester,-,3,"1,243",320,0,39,"1,602"
Winchester,-,4,"1,062",435,0,44,"1,541"
Winchester,-,5,977,479,0,52,"1,508"
Winchester,-,6,897,440,0,42,"1,379"
Winchester,-,7,"1,038",457,0,40,"1,535"
Winchester,-,8,733,296,0,44,"1,073"
Windsor,-,1,307,133,0,17,457
Winthrop,-,1,849,469,1,45,"1,364"
Winthrop,-,2,833,395,0,32,"1,260"
Winthrop,-,3,918,352,1,21,"1,292"
Winthrop,-,4,768,348,0,26,"1,142"
Winthrop,-,5,914,417,3,52,"1,386"
Winthrop,-,6,888,349,1,21,"1,259"
Woburn,1,1,708,283,1,27,"1,019"
Woburn,1,2,792,406,0,42,"1,240"
Woburn,2,1,794,355,0,42,"1,191"
Woburn,2,2,614,219,0,27,860
Woburn,3,1,704,391,1,38,"1,134"
Woburn,3,2,951,520,0,50,"1,521"
Woburn,4,1,855,518,0,63,"1,436"
Woburn,4,2,721,350,0,22,"1,093"
Woburn,5,1,932,361,0,32,"1,325"
Woburn,5,2,847,462,0,32,"1,341"
Woburn,6,1,482,218,0,15,715
Woburn,6,2,741,442,0,36,"1,219"
Woburn,7,1,904,569,1,57,"1,531"
Woburn,7,2,772,496,0,41,"1,309"
Worcester,1,1,"1,181",536,0,50,"1,767"
Worcester,1,2,"1,196",580,1,51,"1,828"
Worcester,1,3,699,351,1,19,"1,070"
Worcester,1,4,"1,323",434,1,50,"1,808"
Worcester,1,5,"1,016",460,0,34,"1,510"
Worcester,2,1,"1,064",454,1,47,"1,566"
Worcester,2,2,"1,097",420,1,37,"1,555"
Worcester,2,3,923,444,2,37,"1,406"
Worcester,2,4,875,190,1,25,"1,091"
Worcester,2,5,374,72,1,17,464
Worcester,3,1,754,260,1,33,"1,048"
Worcester,3,2,284,57,0,10,351
Worcester,3,3,689,232,0,19,940
Worcester,3,4,469,108,2,11,590
Worcester,3,5,750,267,3,25,"1,045"
Worcester,4,1,478,113,1,22,614
Worcester,4,2,599,266,3,21,889
Worcester,4,3,466,71,1,20,558
Worcester,4,4,624,277,1,28,930
Worcester,4,5,846,310,0,48,"1,204"
Worcester,5,1,554,132,0,21,707
Worcester,5,2,845,321,1,28,"1,195"
Worcester,5,3,957,487,1,36,"1,481"
Worcester,5,4,878,424,1,37,"1,340"
Worcester,5,5,833,386,1,39,"1,259"
Worcester,6,1,370,73,0,10,453
Worcester,6,2,551,126,0,11,688
Worcester,6,3,578,173,1,23,775
Worcester,6,4,307,114,0,8,429
Worcester,6,5,704,326,2,25,"1,057"
Worcester,7,1,949,289,1,35,"1,274"
Worcester,7,2,588,190,2,27,807
Worcester,7,3,818,309,2,30,"1,159"
Worcester,7,4,756,333,0,32,"1,121"
Worcester,7,5,819,385,2,29,"1,235"
Worcester,8,1,359,93,0,14,466
Worcester,8,2,380,87,0,8,475
Worcester,8,3,414,40,2,18,474
Worcester,8,4,534,129,2,23,688
Worcester,8,5,443,158,1,18,620
Worcester,9,1,948,262,0,45,"1,255"
Worcester,9,2,"1,169",342,1,46,"1,558"
Worcester,9,3,745,287,1,48,"1,081"
Worcester,9,4,"1,099",417,1,48,"1,565"
Worcester,9,5,"1,039",471,1,55,"1,566"
Worcester,10,1,500,109,1,26,636
Worcester,10,2,550,86,0,12,648
Worcester,10,3,434,60,1,25,520
Worcester,10,4,388,60,2,18,468
Worcester,10,5,403,71,0,7,481
Worthington,-,1,474,197,0,16,687
Wrentham,-,1,"1,008",733,0,41,"1,782"
Wrentham,-,2,"1,028",861,4,43,"1,936"
Wrentham,-,3,"1,132",699,2,40,"1,873"
Yarmouth,-,1,"1,237",741,0,21,"1,999"
Yarmouth,-,2,"1,178",731,1,29,"1,939"
Yarmouth,-,3,836,496,0,16,"1,348"
Yarmouth,-,4,980,680,1,20,"1,681"
Yarmouth,-,5,853,611,1,21,"1,486"
Yarmouth,-,6,888,597,1,30,"1,516"
Yarmouth,-,7,"1,336",930,0,41,"2,307"
TOTALS,,,"1,874,209","804,832","1,858","71,766","2,752,665"
