City/Town,Ward,Pct,"Edward J. Markey","Kevin J. O'Connor","Shiva Ayyadurai","All Others",Blanks,"Total Votes Cast"
Cambridge,8,1,"1,197",77,1,5,19,"1,299"
Cambridge,8,2,"1,178",97,0,1,13,"1,289"
Cambridge,8,3,268,23,0,0,4,295
Cambridge,9,1,"2,059",165,0,3,25,"2,252"
Cambridge,9,2,"2,214",231,6,2,22,"2,475"
Cambridge,9,3,"1,698",207,10,2,30,"1,947"
Cambridge,10,1,"2,087",121,3,3,29,"2,243"
Cambridge,10,2,"1,980",122,2,1,20,"2,125"
Cambridge,10,3,"1,717",124,3,2,25,"1,871"
Cambridge,11,1,"2,121",166,1,0,57,"2,345"
Cambridge,11,2,"2,127",190,7,1,26,"2,351"
Cambridge,11,3,"1,711",159,3,1,25,"1,899"
Canton,-,1,"1,432",721,14,5,59,"2,231"
Canton,-,2,"1,584",812,14,2,75,"2,487"
Canton,-,3,"1,518",778,2,4,62,"2,364"
Canton,-,4,"1,629","1,047",14,1,78,"2,769"
Canton,-,5,"1,469",898,6,0,72,"2,445"
Canton,-,6,"1,431",763,8,0,73,"2,275"
Carlisle,-,1,"2,647",930,31,0,62,"3,670"
Carver,-,1,"1,035","1,137",25,0,61,"2,258"
Carver,-,2,"1,039","1,078",28,5,52,"2,202"
Carver,-,3,"1,268","1,195",17,4,57,"2,541"
Charlemont,-,1,492,230,11,0,16,749
Charlton,-,1,915,957,17,3,46,"1,938"
Charlton,-,2,866,"1,176",14,2,52,"2,110"
Charlton,-,3,958,"1,124",23,3,50,"2,158"
Charlton,-,4,912,970,32,0,49,"1,963"
Chatham,-,1,"3,009","2,015",8,9,81,"5,122"
Chelmsford,-,1,"1,583",836,19,1,64,"2,503"
Chelmsford,-,2,"1,464",771,7,1,62,"2,305"
Chelmsford,-,3,"1,400",935,21,1,76,"2,433"
Chelmsford,-,4,"1,399",945,16,0,70,"2,430"
Chelmsford,-,5,"1,520",909,14,3,77,"2,523"
Chelmsford,-,6,"1,547",916,14,0,73,"2,550"
Chelmsford,-,7,"1,580",966,13,3,58,"2,620"
Chelmsford,-,8,"1,554",846,15,1,47,"2,463"
Chelmsford,-,9,"1,653",917,17,2,70,"2,659"
Chelsea,1,1,437,107,2,0,44,590
Chelsea,1,2,289,63,0,0,26,378
Chelsea,1,3,377,73,1,0,27,478
Chelsea,1,4,366,42,0,0,48,456
Chelsea,2,1,"1,034",295,7,0,54,"1,390"
Chelsea,2,2,655,95,0,0,58,808
Chelsea,2,3,287,40,1,0,28,356
Chelsea,2,4,424,65,0,0,44,533
Chelsea,3,1,490,72,1,0,40,603
Chelsea,3,2,631,107,1,0,44,783
Chelsea,3,3,453,109,4,0,50,616
Chelsea,3,4,509,100,1,0,32,642
Chelsea,4,1,576,130,5,0,32,743
Chelsea,4,2,585,204,1,0,60,850
Chelsea,4,3,571,172,6,0,36,785
Chelsea,4,4,473,129,1,0,33,636
Cheshire,-,1,"1,114",783,14,5,50,"1,966"
Chester,-,1,308,407,8,4,22,749
Chesterfield,-,1,490,305,11,0,27,833
Chicopee,1,A,828,630,24,0,41,"1,523"
Chicopee,1,B,"1,032",748,17,1,51,"1,849"
Chicopee,2,A,644,320,18,2,18,"1,002"
Chicopee,2,B,902,730,19,10,50,"1,711"
Chicopee,3,A,770,559,11,18,43,"1,401"
Chicopee,3,B,665,425,20,0,42,"1,152"
Chicopee,4,A,772,500,10,6,38,"1,326"
Chicopee,4,B,793,420,12,19,37,"1,281"
Chicopee,5,A,883,546,10,7,37,"1,483"
Chicopee,5,B,790,503,13,8,33,"1,347"
Chicopee,6,AN,217,163,7,0,9,396
Chicopee,6,AS,489,373,10,0,25,897
Chicopee,6,BE,700,787,9,10,36,"1,542"
Chicopee,6,BW,171,156,10,0,9,346
Chicopee,7,A,667,355,19,5,40,"1,086"
Chicopee,7,B,809,420,9,10,34,"1,282"
Chicopee,8,A,835,648,10,14,44,"1,551"
Chicopee,8,B,763,569,9,9,30,"1,380"
Chicopee,9,A,843,624,20,7,35,"1,529"
Chicopee,9,B,968,786,25,20,43,"1,842"
Chilmark,-,1,780,126,6,0,12,924
Clarksburg,-,1,594,371,11,1,25,"1,002"
Clinton,-,1,"1,269",758,8,2,40,"2,077"
Clinton,-,2,"1,144",676,20,3,45,"1,888"
Clinton,-,3,"1,193",771,21,2,42,"2,029"
Clinton,-,4,"1,116",680,33,1,36,"1,866"
Cohasset,-,1,"1,607","1,056",10,1,57,"2,731"
Cohasset,-,2,"1,793","1,131",17,1,54,"2,996"
Colrain,-,1,659,320,13,0,20,"1,012"
Concord,-,1,"1,823",495,15,6,26,"2,365"
Concord,-,2,"2,176",551,20,1,37,"2,785"
Concord,-,3,"1,963",551,13,6,42,"2,575"
Concord,-,4,"2,224",614,17,2,52,"2,909"
Concord,-,5,"1,339",382,0,5,31,"1,757"
Conway,-,1,987,285,12,24,0,"1,308"
Cummington,-,1,408,165,9,1,13,596
Dalton,-,1,"1,296",551,16,1,57,"1,921"
Dalton,-,2,"1,343",488,12,1,67,"1,911"
Danvers,-,1,"1,356",752,7,0,37,"2,152"
Danvers,-,2,"1,266",794,10,2,43,"2,115"
Danvers,-,3,"1,071",722,14,0,41,"1,848"
Danvers,-,4,"1,283",817,15,2,48,"2,165"
Danvers,-,5,"1,267",943,12,0,53,"2,275"
Danvers,-,6,"1,146",976,6,0,69,"2,197"
Danvers,-,7,"1,277",869,16,0,53,"2,215"
Danvers,-,8,"1,156",871,15,2,51,"2,095"
Dartmouth,-,1,"1,124","1,226",12,1,70,"2,433"
Dartmouth,-,2,825,616,6,0,42,"1,489"
Dartmouth,-,3,42,4,0,0,1,47
Dartmouth,-,4,"1,220",876,4,1,76,"2,177"
Dartmouth,-,5,"1,331",957,13,0,66,"2,367"
Dartmouth,-,6,"1,046",717,9,1,61,"1,834"
Dartmouth,-,7,"1,242",939,12,2,72,"2,267"
Dartmouth,-,8,"1,624",926,9,0,73,"2,632"
Dartmouth,-,9,"1,618","1,019",18,4,74,"2,733"
Dedham,-,1,"1,633",610,4,2,71,"2,320"
Dedham,-,2,"1,503",686,9,3,83,"2,284"
Dedham,-,3,"1,447",576,5,6,58,"2,092"
Dedham,-,4,"1,484",652,6,5,54,"2,201"
Dedham,-,5,"1,510",799,5,7,64,"2,385"
Dedham,-,6,"1,614",732,17,4,76,"2,443"
Dedham,-,7,"1,313",847,9,3,84,"2,256"
Deerfield,-,1,"2,412",875,29,3,51,"3,370"
Dennis,-,1,"1,235",905,11,0,40,"2,191"
Dennis,-,2,"1,237",955,3,4,32,"2,231"
Dennis,-,3,"1,094",687,13,4,29,"1,827"
Dennis,-,4,"1,216",839,11,7,39,"2,112"
Dennis,-,5,"1,216",742,18,5,32,"2,013"
Dighton,-,1,"1,013","1,081",38,4,77,"2,213"
Dighton,-,2,"1,169","1,237",43,9,72,"2,530"
Douglas,-,1,813,"1,037",34,0,40,"1,924"
Douglas,-,2,840,993,19,0,32,"1,884"
Douglas,-,3,808,915,16,0,40,"1,779"
Dover,-,1,"2,300","1,689",4,3,68,"4,064"
Dracut,-,1,978,741,11,0,35,"1,765"
Dracut,-,2,829,703,3,0,56,"1,591"
Dracut,-,3,987,883,7,0,61,"1,938"
Dracut,-,4,"1,135","1,208",0,0,84,"2,427"
Dracut,-,5,915,988,0,0,53,"1,956"
Dracut,-,6,959,812,13,0,47,"1,831"
Dracut,-,6A,40,28,0,0,4,72
Dracut,-,7,"1,021",754,9,0,48,"1,832"
Dracut,-,8,"1,177","1,370",13,0,67,"2,627"
Dracut,-,9,"1,008",911,1,0,68,"1,988"
Dudley,-,1,"1,097","1,186",22,2,45,"2,352"
Dudley,-,2,919,"1,061",15,9,30,"2,034"
Dudley,-,3,779,886,21,10,33,"1,729"
Dunstable,-,1,"1,198",928,30,0,47,"2,203"
Duxbury,-,1,"1,178",912,3,1,49,"2,143"
Duxbury,-,2,"1,044",881,8,0,32,"1,965"
Duxbury,-,3,"1,091",757,2,1,31,"1,882"
Duxbury,-,4,"1,038",735,1,0,28,"1,802"
Duxbury,-,5,"1,009",766,7,3,34,"1,819"
Duxbury,-,6,939,702,10,0,37,"1,688"
"E. Bridgewater",-,1,"1,035","1,072",25,1,69,"2,202"
"E. Bridgewater",-,2,"1,030","1,060",23,2,53,"2,168"
"E. Bridgewater",-,3,"1,136","1,124",13,0,52,"2,325"
"E. Bridgewater",-,4,"1,054","1,006",14,0,52,"2,126"
"E. Brookfield",-,1,625,704,17,0,24,"1,370"
"E. Longmeadow",-,1,"1,369","1,094",44,1,92,"2,600"
"E. Longmeadow",-,2,"1,250",998,22,1,83,"2,354"
"E. Longmeadow",-,3,"1,293","1,187",17,0,79,"2,576"
"E. Longmeadow",-,4,"1,191","1,339",28,0,83,"2,641"
Eastham,-,1,"2,814","1,223",17,3,60,"4,117"
Easthampton,-,1,"1,414",499,10,1,42,"1,966"
Easthampton,-,2,"1,707",413,21,5,29,"2,175"
Easthampton,-,3,"1,509",444,16,2,38,"2,009"
Easthampton,-,4,"1,802",425,20,0,36,"2,283"
Easthampton,-,5,"1,337",807,13,1,57,"2,215"
Easton,-,1,800,537,5,0,39,"1,381"
Easton,-,2,"1,565","1,043",20,4,105,"2,737"
Easton,-,3,"1,387",924,26,1,58,"2,396"
Easton,-,4,"1,499","1,002",16,6,68,"2,591"
Easton,-,5,"1,708","1,126",8,5,84,"2,931"
Easton,-,6,"1,411","1,070",20,3,65,"2,569"
Edgartown,-,1,"2,116",933,8,0,69,"3,126"
Egremont,-,1,776,167,4,2,27,976
Erving,-,1,558,305,41,0,32,936
Essex,-,1,"1,614",861,9,2,42,"2,528"
Everett,1,1,851,254,4,1,26,"1,136"
Everett,1,2,758,267,5,2,38,"1,070"
Everett,2,1,931,291,11,2,36,"1,271"
Everett,2,2,772,234,3,1,27,"1,037"
Everett,3,1,"1,073",303,8,2,42,"1,428"
Everett,3,2,920,280,2,2,34,"1,238"
Everett,4,1,"1,005",308,3,1,41,"1,358"
Everett,4,2,841,235,7,3,37,"1,123"
Everett,5,1,957,271,5,1,36,"1,270"
Everett,5,2,898,209,8,2,32,"1,149"
Everett,6,1,"1,030",317,5,2,40,"1,394"
Everett,6,2,"1,071",308,4,1,35,"1,419"
Fairhaven,-,1,998,601,6,2,43,"1,650"
Fairhaven,-,2,921,677,10,1,39,"1,648"
Fairhaven,-,3,691,579,0,6,39,"1,315"
Fairhaven,-,4,892,683,10,0,52,"1,637"
Fairhaven,-,5,894,777,23,0,58,"1,752"
Fairhaven,-,6,820,758,9,1,39,"1,627"
"Fall River",1,A,836,662,8,0,93,"1,599"
"Fall River",1,B,647,450,0,0,49,"1,146"
"Fall River",1,C,690,528,3,0,68,"1,289"
"Fall River",2,A,565,312,1,1,53,932
"Fall River",2,B,473,32,14,1,343,863
"Fall River",2,C,567,374,7,0,61,"1,009"
"Fall River",3,A,680,469,4,0,66,"1,219"
"Fall River",3,B,696,444,0,0,66,"1,206"
"Fall River",3,C,750,552,8,0,59,"1,369"
"Fall River",4,A,555,282,7,0,62,906
"Fall River",4,B,536,270,2,0,55,863
"Fall River",4,C,586,259,7,0,58,910
"Fall River",5,A,425,245,4,0,30,704
"Fall River",5,B,371,155,3,1,37,567
"Fall River",5,B1,71,46,1,0,7,125
"Fall River",5,C,517,278,5,2,40,842
"Fall River",6,A,742,573,7,0,94,"1,416"
"Fall River",6,B,552,335,4,2,51,944
"Fall River",6,C,691,428,0,2,64,"1,185"
"Fall River",6,C1,19,11,0,0,1,31
"Fall River",7,A,727,460,12,1,45,"1,245"
"Fall River",7,B,606,333,9,2,47,997
"Fall River",7,C,792,385,0,1,52,"1,230"
"Fall River",8,A,666,341,0,0,103,"1,110"
"Fall River",8,B,921,583,0,2,89,"1,595"
"Fall River",8,C,986,692,8,1,91,"1,778"
"Fall River",9,A,"1,132",857,8,2,109,"2,108"
"Fall River",9,B,782,509,7,1,65,"1,364"
"Fall River",9,C,989,602,0,0,57,"1,648"
Falmouth,-,1,"2,039",598,5,3,44,"2,689"
Falmouth,-,2,"1,596",733,6,2,55,"2,392"
Falmouth,-,3,"1,432",845,5,0,59,"2,341"
Falmouth,-,4,"1,435","1,018",8,0,62,"2,523"
Falmouth,-,5,"1,615",998,11,0,61,"2,685"
Falmouth,-,6,"1,598",859,11,0,57,"2,525"
Falmouth,-,7,"1,327",953,15,3,51,"2,349"
Falmouth,-,8,"1,336",961,15,0,45,"2,357"
Falmouth,-,9,"1,293",833,9,0,58,"2,193"
Fitchburg,1,A,704,373,12,7,21,"1,117"
Fitchburg,1,B,847,453,13,0,22,"1,335"
Fitchburg,2,A,712,326,0,10,17,"1,065"
Fitchburg,2,B,893,592,26,0,38,"1,549"
Fitchburg,3,A,"1,149",844,33,2,39,"2,067"
Fitchburg,3,B,955,632,20,1,40,"1,648"
Fitchburg,4,A,399,270,8,0,17,694
Fitchburg,4,B,795,338,11,4,20,"1,168"
Fitchburg,5,A,"1,119",872,23,4,52,"2,070"
Fitchburg,5,B,597,247,16,2,29,891
Fitchburg,6,A,"1,045",694,30,0,40,"1,809"
Fitchburg,6,B,801,366,3,13,18,"1,201"
Florida,-,1,217,187,1,0,15,420
Foxborough,-,1,"1,169",776,11,2,59,"2,017"
Foxborough,-,2,"1,330",984,6,1,61,"2,382"
Foxborough,-,3,"1,300",966,9,1,73,"2,349"
Foxborough,-,4,"1,325",992,5,3,69,"2,394"
Foxborough,-,5,"1,284",938,0,2,59,"2,283"
Framingham,-,1,"1,791",661,14,3,50,"2,519"
Framingham,-,2,"2,127",770,21,2,64,"2,984"
Framingham,-,3,"1,597",516,4,2,32,"2,151"
Framingham,-,4,"1,834",611,11,10,44,"2,510"
Framingham,-,5,"1,668",648,16,2,45,"2,379"
Framingham,-,6,"1,649",645,2,14,42,"2,352"
Framingham,-,7,"1,563",585,9,0,49,"2,206"
Framingham,-,8,"1,588",480,18,6,24,"2,116"
Framingham,-,9,"1,156",393,8,0,28,"1,585"
Framingham,-,10,998,275,7,0,18,"1,298"
Framingham,-,11,"1,815",671,24,7,35,"2,552"
Framingham,-,12,852,278,9,3,19,"1,161"
Framingham,-,13,"1,148",348,12,1,30,"1,539"
Framingham,-,14,885,223,9,1,27,"1,145"
Framingham,-,15,939,263,6,2,29,"1,239"
Framingham,-,16,531,137,2,5,24,699
Framingham,-,17,601,95,1,0,15,712
Framingham,-,18,825,234,4,2,23,"1,088"
Franklin,-,1,"1,309",888,9,8,57,"2,271"
Franklin,-,2,"1,546",967,18,2,56,"2,589"
Franklin,-,3,"1,413",955,20,2,73,"2,463"
Franklin,-,4,"1,561","1,192",29,0,49,"2,831"
Franklin,-,5,"1,715","1,042",18,6,62,"2,843"
Franklin,-,6,"1,391",734,22,0,68,"2,215"
Franklin,-,7,"1,639",997,10,3,46,"2,695"
Franklin,-,8,"1,393","1,147",21,2,82,"2,645"
Freetown,-,1,867,897,1,17,52,"1,834"
Freetown,-,2,852,931,11,2,60,"1,856"
Freetown,-,3,826,957,20,2,38,"1,843"
Gardner,1,A,685,430,12,0,51,"1,178"
Gardner,1,B,243,230,14,0,8,495
Gardner,2,A,562,436,7,0,34,"1,039"
Gardner,2,B,625,529,22,1,28,"1,205"
Gardner,3,A,493,327,28,2,22,872
Gardner,3,B,634,382,14,0,27,"1,057"
Gardner,4,A,583,345,20,1,16,965
Gardner,4,B,390,280,17,0,16,703
Gardner,5,A,499,330,14,0,15,858
Gardner,5,B,619,486,19,0,21,"1,145"
Georgetown,-,1,"1,100",957,12,18,21,"2,108"
Georgetown,-,2,985,772,10,13,18,"1,798"
Georgetown,-,3,934,721,5,9,40,"1,709"
Gill,-,1,662,281,24,0,22,989
Gloucester,1,1,"1,396",617,6,6,46,"2,071"
Gloucester,1,2,"1,185",532,11,0,41,"1,769"
Gloucester,2,1,984,413,10,2,47,"1,456"
Gloucester,2,2,933,365,7,5,40,"1,350"
Gloucester,3,1,"1,022",480,7,3,43,"1,555"
Gloucester,3,2,"1,035",496,0,13,47,"1,591"
Gloucester,4,1,"1,162",653,8,3,44,"1,870"
Gloucester,4,2,"1,604",571,17,1,34,"2,227"
Gloucester,5,1,"1,434",720,12,3,46,"2,215"
Gloucester,5,2,"1,372",778,10,5,44,"2,209"
Goshen,-,1,422,224,7,0,20,673
Gosnold,-,1,56,23,0,2,1,82
Grafton,-,1,"1,331",836,19,0,40,"2,226"
Grafton,-,2,"1,437",854,14,0,36,"2,341"
Grafton,-,3,"1,493",847,21,3,37,"2,401"
Grafton,-,4,"1,274",799,13,2,44,"2,132"
Grafton,-,5,"1,491",866,22,0,52,"2,431"
Granby,-,1,"1,139",829,34,0,65,"2,067"
Granby,-,2,892,885,52,0,81,"1,910"
Granville,-,1,398,557,12,0,35,"1,002"
"Great Barrington",-,A,886,176,9,0,25,"1,096"
"Great Barrington",-,B,865,205,5,0,20,"1,095"
"Great Barrington",-,C,699,91,5,0,18,813
"Great Barrington",-,D,897,197,3,0,26,"1,123"
Greenfield,-,1,717,335,17,1,20,"1,090"
Greenfield,-,2,857,359,5,5,69,"1,295"
Greenfield,-,3,778,291,12,0,54,"1,135"
Greenfield,-,4,896,256,20,0,37,"1,209"
Greenfield,-,5,839,213,5,0,41,"1,098"
Greenfield,-,6,881,195,8,3,116,"1,203"
Greenfield,-,7,621,237,1,0,47,906
Greenfield,-,8,700,186,7,4,54,951
Greenfield,-,9,545,229,8,1,37,820
Groton,-,1,"1,663",791,26,1,53,"2,534"
Groton,-,2,"1,520",856,25,1,46,"2,448"
Groton,-,3,"1,517",783,18,1,55,"2,374"
Groveland,-,1,"1,251",973,10,0,29,"2,263"
Groveland,-,2,"1,179","1,076",20,0,28,"2,303"
Hadley,-,1,"2,481",946,21,1,66,"3,515"
Halifax,-,1,"1,191","1,269",25,19,42,"2,546"
Halifax,-,2,"1,168","1,108",16,1,54,"2,347"
Hamilton,-,1,"1,154",678,15,0,30,"1,877"
Hamilton,-,2,"1,124",648,8,0,32,"1,812"
Hamilton,-,3,876,428,4,1,30,"1,339"
Hampden,-,1,"1,538","1,713",36,0,88,"3,375"
Hancock,-,1,282,186,3,1,10,482
Hanover,-,1,"1,195","1,236",8,3,66,"2,508"
Hanover,-,2,"1,211","1,204",18,1,56,"2,490"
Hanover,-,3,"1,164","1,066",23,2,44,"2,299"
Hanover,-,4,"1,139","1,224",11,1,47,"2,422"
Hanson,-,1,"1,108","1,118",19,2,53,"2,300"
Hanson,-,2,"1,111","1,139",4,2,56,"2,312"
Hanson,-,3,"1,030","1,095",12,2,48,"2,187"
Hardwick,-,1,764,710,31,2,27,"1,534"
Harvard,-,1,"2,977","1,069",34,3,74,"4,157"
Harwich,-,1,"1,471",947,16,4,44,"2,482"
Harwich,-,2,"1,442",917,6,1,37,"2,403"
Harwich,-,3,"1,447",917,14,3,42,"2,423"
Harwich,-,4,"1,353",820,6,3,27,"2,209"
Hatfield,-,1,"1,575",678,23,0,47,"2,323"
Haverhill,1,1,660,290,6,2,31,989
Haverhill,1,2,"1,068",423,18,0,25,"1,534"
Haverhill,1,3,853,428,22,0,37,"1,340"
Haverhill,2,1,875,438,20,1,34,"1,368"
Haverhill,2,2,888,643,22,4,29,"1,586"
Haverhill,2,3,643,242,15,2,30,932
Haverhill,3,1,644,193,10,1,40,888
Haverhill,3,2,817,327,6,1,38,"1,189"
Haverhill,3,3,828,367,18,0,27,"1,240"
Haverhill,4,1,973,678,30,5,25,"1,711"
Haverhill,4,2,"1,025",852,21,4,42,"1,944"
Haverhill,4,3,"1,019",723,16,1,47,"1,806"
Haverhill,5,1,"1,036",613,16,4,55,"1,724"
Haverhill,5,2,"1,006",778,17,3,59,"1,863"
Haverhill,5,3,996,996,25,6,37,"2,060"
Haverhill,6,1,932,598,12,16,30,"1,588"
Haverhill,6,2,927,630,14,4,38,"1,613"
Haverhill,6,3,"1,080",689,16,0,51,"1,836"
Haverhill,7,1,"1,097",636,18,0,51,"1,802"
Haverhill,7,2,909,585,18,5,35,"1,552"
Haverhill,7,3,"1,105",831,6,22,43,"2,007"
Hawley,-,1,151,73,0,2,5,231
Heath,-,1,291,158,10,0,11,470
Hingham,-,1,"1,672","1,021",4,7,52,"2,756"
Hingham,-,2,"1,745","1,034",6,4,53,"2,842"
Hingham,-,3,"1,674","1,048",8,0,52,"2,782"
Hingham,-,4,"1,471",980,5,7,48,"2,511"
Hingham,-,5,983,850,11,4,28,"1,876"
Hingham,-,5A,822,299,1,0,17,"1,139"
Hingham,-,6,"1,421","1,000",10,1,48,"2,480"
Hinsdale,-,1,771,387,10,0,48,"1,216"
Holbrook,-,1,"1,008",483,18,2,48,"1,559"
Holbrook,-,2,905,664,8,2,52,"1,631"
Holbrook,-,3,973,540,4,7,36,"1,560"
Holbrook,-,4,920,519,10,1,58,"1,508"
Holden,-,1,"1,312","1,067",34,0,52,"2,465"
Holden,-,2,"1,433","1,058",33,0,43,"2,567"
Holden,-,3,"1,322",879,29,2,39,"2,271"
Holden,-,4,"1,593","1,163",33,0,54,"2,843"
Holden,-,5,"1,437","1,069",35,1,48,"2,590"
Holland,-,1,684,813,20,1,40,"1,558"
Holliston,-,1,"1,659",868,18,2,47,"2,594"
Holliston,-,2,"1,650",718,16,1,48,"2,433"
Holliston,-,3,"1,701",701,10,2,32,"2,446"
Holliston,-,4,"1,436",708,11,3,36,"2,194"
Holyoke,1,A,455,160,0,0,36,651
Holyoke,1,B,568,185,0,0,50,803
Holyoke,2,A,543,205,0,0,27,775
Holyoke,2,B,482,166,0,0,51,699
Holyoke,3,A,871,329,5,1,34,"1,240"
Holyoke,3,B,942,502,3,1,35,"1,483"
Holyoke,4,A,468,160,2,0,30,660
Holyoke,4,B,764,228,18,0,32,"1,042"
Holyoke,5,A,"1,039",833,12,0,67,"1,951"
Holyoke,5,B,800,460,11,2,53,"1,326"
Holyoke,6,A,774,278,11,0,31,"1,094"
Holyoke,6,B,966,355,4,2,44,"1,371"
Holyoke,7,A,"1,198",564,20,4,49,"1,835"
Holyoke,7,B,"1,117",389,13,0,34,"1,553"
Hopedale,-,1,"2,238","1,454",31,4,74,"3,801"
Hopkinton,-,1,"1,954",883,11,6,46,"2,900"
Hopkinton,-,2,"1,627",889,15,5,40,"2,576"
Hopkinton,-,3,"1,457",873,10,2,59,"2,401"
Hopkinton,-,4,"1,589",835,11,3,39,"2,477"
Hubbardston,-,1,"1,374","1,340",129,9,91,"2,943"
Hudson,-,1,"1,100",595,19,4,39,"1,757"
Hudson,-,2,934,448,17,2,35,"1,436"
Hudson,-,3,"1,014",709,13,3,48,"1,787"
Hudson,-,4,"1,106",662,20,3,31,"1,822"
Hudson,-,5,"1,382",689,18,1,41,"2,131"
Hudson,-,6,873,431,11,1,25,"1,341"
Hudson,-,7,923,408,9,0,39,"1,379"
Hull,-,1,"1,554",786,11,0,38,"2,389"
Hull,-,2,"1,278",839,4,0,59,"2,180"
Hull,-,3,"1,552",934,18,5,57,"2,566"
Huntington,-,1,585,594,21,1,22,"1,223"
Ipswich,-,1,"1,632",647,8,1,33,"2,321"
Ipswich,-,2,"1,698",812,12,2,54,"2,578"
Ipswich,-,3,"1,336",948,5,7,56,"2,352"
Ipswich,-,4,"1,548",868,7,7,47,"2,477"
Kingston,-,1,"1,141",808,14,2,45,"2,010"
Kingston,-,2,"1,122","1,128",11,1,58,"2,320"
Kingston,-,3,"1,165","1,114",13,4,46,"2,342"
Kingston,-,4,"1,033",816,7,1,40,"1,897"
Lakeville,-,1,"1,030","1,182",35,0,46,"2,293"
Lakeville,-,2,"1,013","1,272",28,0,56,"2,369"
Lakeville,-,3,"1,264","1,349",25,0,77,"2,715"
Lancaster,-,1,"1,098",927,33,0,44,"2,102"
Lancaster,-,2,"1,236",970,27,2,47,"2,282"
Lanesborough,-,1,"1,209",607,3,8,69,"1,896"
Lawrence,A,1,779,212,3,1,34,"1,029"
Lawrence,A,2,571,140,6,3,31,751
Lawrence,A,3,707,230,6,7,40,990
Lawrence,A,4,835,215,0,5,20,"1,075"
Lawrence,B,1,755,135,0,2,52,944
Lawrence,B,2,552,112,1,0,23,688
Lawrence,B,3,657,145,4,7,29,842
Lawrence,B,4,660,141,4,15,84,904
Lawrence,C,1,601,137,3,6,37,784
Lawrence,C,2,884,277,6,4,33,"1,204"
Lawrence,C,3,590,111,0,7,68,776
Lawrence,C,4,690,153,0,3,53,899
Lawrence,D,1,770,216,5,8,32,"1,031"
Lawrence,D,2,612,117,0,2,38,769
Lawrence,D,3,511,104,2,0,42,659
Lawrence,D,4,657,124,1,1,38,821
Lawrence,E,1,979,454,6,14,40,"1,493"
Lawrence,E,2,975,441,7,14,44,"1,481"
Lawrence,E,3,663,240,2,3,27,935
Lawrence,E,4,763,217,0,7,47,"1,034"
Lawrence,F,1,976,342,0,16,43,"1,377"
Lawrence,F,2,663,102,0,6,41,812
Lawrence,F,3,842,195,6,10,31,"1,084"
Lawrence,F,4,757,197,1,3,27,985
Lee,-,1,"2,377",977,27,3,122,"3,506"
Leicester,-,1,814,814,19,0,37,"1,684"
Leicester,-,2,826,724,10,1,32,"1,593"
Leicester,-,3,755,783,21,0,35,"1,594"
Leicester,-,4,808,718,16,3,37,"1,582"
Lenox,-,1,"2,621",650,13,2,96,"3,382"
Leominster,1,A,932,738,15,2,66,"1,753"
Leominster,1,B,971,625,29,1,33,"1,659"
Leominster,1,C,825,466,18,0,34,"1,343"
Leominster,2,A,701,353,15,1,29,"1,099"
Leominster,2,B,785,508,18,1,44,"1,356"
Leominster,2,C,479,321,13,1,21,835
Leominster,3,A,656,423,29,0,22,"1,130"
Leominster,3,B,"1,011",696,30,0,48,"1,785"
Leominster,3,C,"1,020",822,31,2,50,"1,925"
Leominster,4,A,918,760,39,1,37,"1,755"
Leominster,4,B,893,760,32,2,29,"1,716"
Leominster,4,C,746,485,20,0,33,"1,284"
Leominster,5,A,779,500,34,1,18,"1,332"
Leominster,5,B,927,592,21,3,32,"1,575"
Leominster,5,C,687,402,9,1,28,"1,127"
Leverett,-,1,"1,196",154,14,0,26,"1,390"
Lexington,-,1,"1,529",388,3,1,36,"1,957"
Lexington,-,2,"1,969",376,7,2,43,"2,397"
Lexington,-,3,"1,674",312,4,1,23,"2,014"
Lexington,-,4,"1,837",426,2,0,40,"2,305"
Lexington,-,5,"1,871",525,9,1,35,"2,441"
Lexington,-,6,"1,771",472,11,4,25,"2,283"
Lexington,-,7,"1,733",495,16,2,44,"2,290"
Lexington,-,8,"1,698",429,10,0,38,"2,175"
Lexington,-,9,"1,805",448,11,3,39,"2,306"
Leyden,-,1,332,161,3,0,7,503
Lincoln,-,1,"2,094",435,5,1,41,"2,576"
Lincoln,-,2,"1,319",369,0,4,32,"1,724"
Littleton,-,1,"1,558",811,6,0,60,"2,435"
Littleton,-,2,"1,393",745,20,0,41,"2,199"
Littleton,-,3,"1,388",630,22,0,48,"2,088"
Longmeadow,-,A,"1,337",727,17,1,44,"2,126"
Longmeadow,-,B,"1,207",654,8,5,54,"1,928"
Longmeadow,-,C,"1,328",847,14,1,58,"2,248"
Longmeadow,-,D,"1,185",775,6,4,56,"2,026"
Longmeadow,-,E,"1,332",733,12,5,46,"2,128"
Lowell,1,1,727,211,2,0,60,"1,000"
Lowell,1,2,"1,220",837,9,3,76,"2,145"
Lowell,1,3,"1,135",644,11,3,59,"1,852"
Lowell,2,1,379,83,2,0,21,485
Lowell,2,2,709,141,3,1,89,943
Lowell,2,3,"1,319",216,8,0,82,"1,625"
Lowell,3,1,719,313,1,1,81,"1,115"
Lowell,3,2,641,185,3,3,102,934
Lowell,3,3,659,208,7,0,73,947
Lowell,4,1,826,308,5,3,74,"1,216"
Lowell,4,2,524,165,2,3,59,753
Lowell,4,3,671,207,2,0,61,941
Lowell,5,1,718,319,5,2,53,"1,097"
