City/Town,Ward,Pct,"Andrea Joy Campbell","James R. McMahon, III","All Others",Blanks,"Total Votes Cast"
Marshfield,-,2A,144,71,0,4,219
Marshfield,-,3,933,932,0,37,"1,902"
Marshfield,-,4,784,795,0,24,"1,603"
Marshfield,-,5,812,800,0,34,"1,646"
Marshfield,-,6,"1,084","1,115",0,49,"2,248"
Marshfield,-,7,971,963,0,29,"1,963"
Mashpee,-,1,951,731,0,25,"1,707"
Mashpee,-,2,663,708,0,27,"1,398"
Mashpee,-,3,646,675,1,22,"1,344"
Mashpee,-,4,773,582,0,21,"1,376"
Mashpee,-,5,"1,078","1,091",1,45,"2,215"
Mattapoisett,-,1,978,865,0,52,"1,895"
Mattapoisett,-,2,997,845,1,47,"1,890"
Maynard,-,1,968,365,0,14,"1,347"
Maynard,-,2,820,292,1,19,"1,132"
Maynard,-,3,"1,107",431,0,35,"1,573"
Maynard,-,4,794,322,0,14,"1,130"
Medfield,-,1,"1,014",591,2,50,"1,657"
Medfield,-,2,907,573,0,43,"1,523"
Medfield,-,3,918,664,2,43,"1,627"
Medfield,-,4,903,586,1,56,"1,546"
Medford,1,1,872,362,0,34,"1,268"
Medford,1,2,987,395,0,45,"1,427"
Medford,2,1,815,419,0,33,"1,267"
Medford,2,2,"1,190",592,0,64,"1,846"
Medford,3,1,"1,177",526,0,41,"1,744"
Medford,3,2,"1,316",582,0,57,"1,955"
Medford,4,1,537,124,0,5,666
Medford,4,2,"1,151",300,0,47,"1,498"
Medford,5,1,"1,018",242,0,23,"1,283"
Medford,5,2,"1,003",184,0,12,"1,199"
Medford,6,1,"1,427",259,0,34,"1,720"
Medford,6,2,"1,182",365,0,32,"1,579"
Medford,6,2A,50,30,0,1,81
Medford,7,1,534,160,0,22,716
Medford,7,2,647,173,0,16,836
Medford,7,2A,76,26,0,0,102
Medford,8,1,"1,108",369,0,38,"1,515"
Medford,8,2,887,312,0,41,"1,240"
Medway,-,1,802,621,1,28,"1,452"
Medway,-,2,908,624,1,22,"1,555"
Medway,-,3,932,673,1,49,"1,655"
Medway,-,4,869,643,0,35,"1,547"
Melrose,1,1,823,270,1,35,"1,129"
Melrose,1,2,677,213,1,19,910
Melrose,2,1,719,356,0,32,"1,107"
Melrose,2,2,678,272,0,25,975
Melrose,3,1,654,227,1,26,908
Melrose,3,2,688,271,1,27,987
Melrose,4,1,630,227,1,23,881
Melrose,4,2,660,414,1,41,"1,116"
Melrose,5,1,478,169,0,8,655
Melrose,5,2,505,145,0,4,654
Melrose,6,1,637,235,1,19,892
Melrose,6,2,743,362,1,35,"1,141"
Melrose,7,1,710,260,0,28,998
Melrose,7,2,719,349,1,15,"1,084"
Mendon,-,1,656,693,0,32,"1,381"
Mendon,-,2,661,732,0,49,"1,442"
Merrimac,-,1,842,672,4,44,"1,562"
Merrimac,-,2,923,774,3,28,"1,728"
Methuen,-,1,353,195,2,7,557
Methuen,-,2,421,220,1,9,651
Methuen,-,3,578,475,0,20,"1,073"
Methuen,-,4,510,362,1,24,897
Methuen,-,5,581,469,1,28,"1,079"
Methuen,-,6,469,485,2,26,982
Methuen,-,6A,63,48,0,3,114
Methuen,-,7,705,643,0,27,"1,375"
Methuen,-,8,655,691,0,42,"1,388"
Methuen,-,9,608,713,1,42,"1,364"
Methuen,-,10,575,567,0,34,"1,176"
Methuen,-,11,746,865,3,49,"1,663"
Methuen,-,12,588,574,0,23,"1,185"
Methuen,-,13,381,370,2,13,766
Methuen,-,13A,234,175,1,5,415
Methuen,-,14,588,365,1,16,970
Methuen,-,15,444,261,1,14,720
Middleborough,-,1,889,"1,119",0,57,"2,065"
Middleborough,-,2,509,599,0,23,"1,131"
Middleborough,-,3,578,847,0,26,"1,451"
Middleborough,-,4,437,494,0,16,947
Middleborough,-,5,478,775,0,27,"1,280"
Middleborough,-,5A,86,169,0,7,262
Middleborough,-,6,552,796,0,31,"1,379"
Middleborough,-,7,393,548,0,25,966
Middleborough,-,7A,115,244,0,5,364
Middlefield,,,161,90,0,6,257
Middleton,-,1,774,937,0,35,"1,746"
Middleton,-,2,514,629,0,27,"1,170"
Middleton,-,3,579,871,1,33,"1,484"
Milford,-,1,399,283,0,12,694
Milford,-,2,686,533,0,34,"1,253"
Milford,-,3,532,509,0,27,"1,068"
Milford,-,4,417,322,0,34,773
Milford,-,5,838,732,2,46,"1,618"
Milford,-,6,729,510,0,35,"1,274"
Milford,-,7,936,683,0,49,"1,668"
Milford,-,8,838,545,0,38,"1,421"
Millbury,-,1,675,689,0,21,"1,385"
Millbury,-,2,748,849,0,36,"1,633"
Millbury,-,3,621,653,0,45,"1,319"
Millbury,-,4,692,617,0,27,"1,336"
Millis,-,1,782,521,0,30,"1,333"
Millis,-,2,742,604,0,47,"1,393"
Millis,-,3,"1,051",686,0,36,"1,773"
Millville,,,473,710,0,27,"1,210"
Milton,-,1,948,175,1,24,"1,148"
Milton,-,2,"1,113",251,1,35,"1,400"
Milton,-,3,962,400,0,50,"1,412"
Milton,-,4,541,232,1,21,795
Milton,-,4A,355,94,1,14,464
Milton,-,5,775,316,0,37,"1,128"
Milton,-,6,787,553,0,48,"1,388"
Milton,-,7,765,447,0,52,"1,264"
Milton,-,8,865,528,2,50,"1,445"
Milton,-,9,817,584,2,56,"1,459"
Milton,-,10,741,177,0,16,934
Monroe,,,20,17,0,1,38
Monson,-,A,539,670,0,24,"1,233"
Monson,-,B,556,639,0,26,"1,221"
Monson,-,C,570,696,0,21,"1,287"
Montague,-,1,690,138,0,12,840
Montague,-,2,354,177,0,12,543
Montague,-,3,380,210,0,11,601
Montague,-,4,387,151,1,14,553
Montague,-,5,316,71,0,5,392
Montague,-,6,362,130,0,8,500
Monterey,,,396,97,0,7,500
Montgomery,,,181,259,0,8,448
"Mount Washington",,,85,17,0,4,106
Nahant,,,"1,220",705,0,50,"1,975"
Nantucket,,,"3,152","1,674",1,128,"4,955"
Natick,-,1,663,235,0,11,909
Natick,-,2,"1,119",434,1,50,"1,604"
Natick,-,3,"1,091",453,1,46,"1,591"
Natick,-,4,"1,090",389,2,29,"1,510"
Natick,-,5,"1,118",501,0,46,"1,665"
Natick,-,6,"1,072",445,0,50,"1,567"
Natick,-,7,"1,418",456,2,38,"1,914"
Natick,-,8,"1,238",460,1,56,"1,755"
Natick,-,9,"1,322",401,0,46,"1,769"
Natick,-,10,"1,498",558,0,53,"2,109"
Needham,-,A,888,374,0,33,"1,295"
Needham,-,B,"1,099",419,0,41,"1,559"
Needham,-,C,"1,096",410,2,45,"1,553"
Needham,-,D,"1,020",419,0,33,"1,472"
Needham,-,E,"1,146",443,1,51,"1,641"
Needham,-,F,"1,108",347,1,45,"1,501"
Needham,-,G,"1,179",437,1,42,"1,659"
Needham,-,H,"1,131",436,3,46,"1,616"
Needham,-,I,"1,262",387,0,61,"1,710"
Needham,-,J,"1,112",351,3,26,"1,492"
"New Ashford",,,67,50,0,1,118
"New Bedford",1,A,389,323,0,31,743
"New Bedford",1,A1,46,46,1,3,96
"New Bedford",1,B,426,419,0,29,874
"New Bedford",1,B1,52,31,0,6,89
"New Bedford",1,C,331,296,0,14,641
"New Bedford",1,C1,69,38,0,4,111
"New Bedford",1,D,487,545,0,26,"1,058"
"New Bedford",1,E,475,368,0,25,868
"New Bedford",1,F,484,447,1,17,949
"New Bedford",2,A,74,40,0,2,116
"New Bedford",2,B,128,94,0,5,227
"New Bedford",2,C,162,118,0,9,289
"New Bedford",2,D,379,221,0,20,620
"New Bedford",2,E,389,368,1,23,781
"New Bedford",2,F,276,202,0,8,486
"New Bedford",3,A,194,87,2,12,295
"New Bedford",3,B,186,72,0,9,267
"New Bedford",3,C,144,94,0,6,244
"New Bedford",3,D,273,152,0,23,448
"New Bedford",3,E,409,271,0,12,692
"New Bedford",3,F,368,235,0,34,637
"New Bedford",3,F1,167,86,0,5,258
"New Bedford",4,A,117,25,0,9,151
"New Bedford",4,A1,137,26,0,9,172
"New Bedford",4,B,389,134,0,26,549
"New Bedford",4,C,437,110,0,12,559
"New Bedford",4,D,357,147,1,10,515
"New Bedford",4,E,299,155,0,16,470
"New Bedford",4,F,371,158,1,23,553
"New Bedford",5,A,269,129,0,8,406
"New Bedford",5,B,553,212,1,21,787
"New Bedford",5,C,390,252,1,25,668
"New Bedford",5,D,629,252,2,26,909
"New Bedford",5,E,617,399,2,40,"1,058"
"New Bedford",5,F,579,334,0,32,945
"New Bedford",6,A,433,347,0,24,804
"New Bedford",6,B,365,209,0,14,588
"New Bedford",6,C,164,91,0,17,272
"New Bedford",6,D,148,70,0,6,224
"New Bedford",6,E,165,99,1,9,274
"New Bedford",6,F,296,154,0,11,461
"New Braintree",,,228,250,0,10,488
"New Marlborough",,,521,222,0,23,766
"New Salem",,,348,203,0,11,562
Newbury,-,1,"1,191",759,0,41,"1,991"
Newbury,-,2,"1,084",848,1,42,"1,975"
Newburyport,1,1,"1,023",344,1,21,"1,389"
Newburyport,2,1,"1,206",398,0,42,"1,646"
Newburyport,3,1,"1,274",430,0,40,"1,744"
Newburyport,4,1,"1,190",475,1,48,"1,714"
Newburyport,5,1,873,536,1,37,"1,447"
Newburyport,6,1,965,571,2,49,"1,587"
Newburyport,1,P,226,158,1,8,393
Newton,1,1,655,287,0,25,967
Newton,1,2,948,170,0,26,"1,144"
Newton,1,2A,49,6,0,1,56
Newton,1,3,949,181,2,24,"1,156"
Newton,1,4,771,311,0,29,"1,111"
Newton,2,1,868,205,1,20,"1,094"
Newton,2,2,690,156,1,18,865
Newton,2,3,"1,112",210,2,30,"1,354"
Newton,2,4,"1,183",241,4,49,"1,477"
Newton,3,1,982,257,2,25,"1,266"
Newton,3,1A,0,0,0,0,0
Newton,3,2,"1,067",218,3,32,"1,320"
Newton,3,3,923,320,1,25,"1,269"
Newton,3,4,907,333,0,20,"1,260"
Newton,4,1,865,245,2,23,"1,135"
Newton,4,2,896,176,1,23,"1,096"
Newton,4,3,640,151,0,16,807
Newton,4,4,775,257,1,35,"1,068"
Newton,5,1,864,230,0,24,"1,118"
Newton,5,2,"1,040",164,1,24,"1,229"
Newton,5,3,"1,189",216,0,30,"1,435"
Newton,5,4,"1,163",224,0,29,"1,416"
Newton,6,1,900,227,0,28,"1,155"
Newton,6,2,961,190,1,23,"1,175"
Newton,6,3,"1,171",154,1,33,"1,359"
Newton,6,4,"1,240",203,0,34,"1,477"
Newton,7,1,739,233,0,34,"1,006"
Newton,7,2,"1,116",233,0,44,"1,393"
Newton,7,3,308,71,1,7,387
Newton,7,4,494,137,0,18,649
Newton,8,1,831,339,1,50,"1,221"
Newton,8,2,773,292,0,49,"1,114"
Newton,8,3,910,264,1,44,"1,219"
Newton,8,4,771,298,0,32,"1,101"
Norfolk,-,1,482,405,0,19,906
Norfolk,-,2,852,733,2,45,"1,632"
Norfolk,-,3,695,666,4,22,"1,387"
Norfolk,-,4,782,625,0,45,"1,452"
"N. Adams",1,1,593,248,0,26,867
"N. Adams",2,2,584,210,0,9,803
"N. Adams",3,3,423,119,0,14,556
"N. Adams",4,4,636,278,0,22,936
"N. Adams",5,5,503,215,0,22,740
"N. Andover",-,1,770,499,1,23,"1,293"
"N. Andover",-,2,904,617,0,40,"1,561"
"N. Andover",-,3,836,589,0,29,"1,454"
"N. Andover",-,4,"1,188",792,0,59,"2,039"
"N. Andover",-,5,499,345,0,23,867
"N. Andover",-,6,"1,007",892,2,43,"1,944"
"N. Andover",-,7,998,670,3,37,"1,708"
"N. Andover",-,8,898,839,0,23,"1,760"
"N. Attleborough",-,1,502,349,0,25,876
"N. Attleborough",-,2,687,584,1,26,"1,298"
"N. Attleborough",-,3,624,703,0,28,"1,355"
"N. Attleborough",-,4,606,415,0,25,"1,046"
"N. Attleborough",-,5,606,531,0,24,"1,161"
"N. Attleborough",-,6,753,639,1,39,"1,432"
"N. Attleborough",-,7,810,784,1,37,"1,632"
"N. Attleborough",-,8,693,655,0,33,"1,381"
"N. Attleborough",-,9,622,596,0,21,"1,239"
"N. Brookfield",,,804,"1,164",0,36,"2,004"
"N. Reading",-,1,915,874,1,51,"1,841"
"N. Reading",-,2,"1,014",784,0,61,"1,859"
"N. Reading",-,3,889,844,0,52,"1,785"
"N. Reading",-,4,952,846,0,55,"1,853"
Northampton,1,A,799,117,0,13,929
Northampton,1,B,983,105,0,20,"1,108"
Northampton,2,A,778,36,1,13,828
Northampton,2,B,599,40,0,12,651
Northampton,3,A,771,89,1,22,883
Northampton,3,B,911,78,1,19,"1,009"
Northampton,4,A,678,41,0,15,734
Northampton,4,B,999,104,1,18,"1,122"
Northampton,5,A,777,105,3,19,904
Northampton,5,B,979,117,0,16,"1,112"
Northampton,6,A,917,283,1,31,"1,232"
Northampton,6,B,997,198,0,26,"1,221"
Northampton,7,A,898,159,0,25,"1,082"
Northampton,7,B,933,153,0,19,"1,105"
Northborough,-,1,"1,071",608,0,31,"1,710"
Northborough,-,2,"1,064",590,0,40,"1,694"
Northborough,-,3,"1,103",645,0,52,"1,800"
Northborough,-,4,"1,110",726,1,47,"1,884"
Northbridge,-,1,678,628,0,29,"1,335"
Northbridge,-,2,528,551,0,20,"1,099"
Northbridge,-,3,497,560,0,24,"1,081"
Northbridge,-,4,645,809,0,36,"1,490"
Northbridge,-,5,616,709,0,33,"1,358"
Northfield,,,932,511,1,19,"1,463"
Norton,-,1,788,817,1,53,"1,659"
Norton,-,2,802,767,1,31,"1,601"
Norton,-,3,766,741,1,31,"1,539"
Norton,-,4,817,779,0,41,"1,637"
Norton,-,5,484,482,0,20,986
Norwell,-,1,873,825,2,51,"1,751"
Norwell,-,2,985,964,0,51,"2,000"
Norwell,-,3,982,841,2,50,"1,875"
Norwood,-,1,841,521,0,49,"1,411"
Norwood,-,2,783,466,0,35,"1,284"
Norwood,-,3,884,500,0,47,"1,431"
Norwood,-,4,938,635,2,61,"1,636"
Norwood,-,5,559,260,0,23,842
Norwood,-,6,573,391,2,28,994
Norwood,-,7,760,530,1,38,"1,329"
Norwood,-,8,902,557,2,29,"1,490"
Norwood,-,9,785,645,1,35,"1,466"
"Oak Bluffs",,,"1,690",594,2,34,"2,320"
Oakham,,,380,535,0,19,934
Orange,-,1,636,684,1,27,"1,348"
Orange,-,2,696,622,0,37,"1,355"
Orleans,-,1,"1,321",634,0,42,"1,997"
Orleans,-,2,"1,203",802,1,33,"2,039"
Otis,,,422,334,2,11,769
Oxford,-,1,597,735,0,26,"1,358"
Oxford,-,2,588,685,0,20,"1,293"
Oxford,-,3,577,711,0,21,"1,309"
Oxford,-,4,509,687,0,26,"1,222"
Oxford,-,4A,4,16,0,0,20
Palmer,-,1,549,656,0,26,"1,231"
Palmer,-,2,506,700,2,28,"1,236"
Palmer,-,3,494,413,0,22,929
Palmer,-,4,429,593,0,22,"1,044"
Paxton,,,"1,082","1,071",0,61,"2,214"
Peabody,1,1,682,533,2,42,"1,259"
Peabody,1,2,704,635,0,42,"1,381"
Peabody,1,3,666,691,3,42,"1,402"
Peabody,2,1,485,228,0,13,726
Peabody,2,2,420,256,0,15,691
Peabody,2,3,511,405,2,24,942
Peabody,3,1,339,187,0,11,537
Peabody,3,2,514,340,0,26,880
Peabody,3,3,562,438,1,36,"1,037"
Peabody,4,1,614,476,3,31,"1,124"
Peabody,4,2,381,328,0,16,725
Peabody,4,3,274,205,0,4,483
Peabody,4,3A,913,356,1,34,"1,304"
Peabody,5,1,759,699,1,39,"1,498"
Peabody,5,2,501,500,0,25,"1,026"
Peabody,5,3,546,508,0,16,"1,070"
Peabody,6,1,805,809,1,32,"1,647"
Peabody,6,2,621,759,1,41,"1,422"
Peabody,6,3,714,838,0,39,"1,591"
Pelham,,,636,82,0,20,738
Pembroke,-,1,892,931,1,38,"1,862"
Pembroke,-,2,698,855,0,44,"1,597"
Pembroke,-,3,792,916,0,31,"1,739"
Pembroke,-,3A,6,6,0,0,12
Pembroke,-,4,768,900,1,40,"1,709"
Pembroke,-,5,748,826,0,33,"1,607"
Pepperell,-,1,634,612,2,28,"1,276"
Pepperell,-,2,816,760,0,33,"1,609"
Pepperell,-,3,710,689,1,29,"1,429"
Pepperell,-,4,648,459,1,17,"1,125"
Peru,,,190,167,0,7,364
Petersham,,,429,303,0,12,744
Phillipston,,,292,501,0,16,809
Pittsfield,1,A,496,174,0,12,682
Pittsfield,1,B,763,320,0,32,"1,115"
Pittsfield,2,A,332,109,0,7,448
Pittsfield,2,B,772,279,0,29,"1,080"
Pittsfield,3,A,895,272,0,37,"1,204"
Pittsfield,3,B,939,337,1,34,"1,311"
Pittsfield,4,A,915,325,0,15,"1,255"
Pittsfield,4,B,"1,096",410,0,49,"1,555"
Pittsfield,5,A,755,222,0,32,"1,009"
Pittsfield,5,B,780,310,0,29,"1,119"
Pittsfield,6,A,792,232,0,30,"1,054"
Pittsfield,6,B,556,182,0,14,752
Pittsfield,7,A,396,201,0,12,609
Pittsfield,7,B,723,287,0,31,"1,041"
Plainfield,,,260,101,0,7,368
Plainville,-,1,612,612,0,30,"1,254"
Plainville,-,2,690,687,0,33,"1,410"
Plainville,-,3,739,752,3,24,"1,518"
Plymouth,-,1,615,448,0,14,"1,077"
Plymouth,-,2,763,587,0,25,"1,375"
Plymouth,-,3,853,571,0,27,"1,451"
Plymouth,-,4,777,649,0,32,"1,458"
Plymouth,-,5,767,678,0,35,"1,480"
Plymouth,-,6,942,830,0,24,"1,796"
Plymouth,-,7,819,718,0,20,"1,557"
Plymouth,-,8,868,933,0,32,"1,833"
Plymouth,-,9,608,773,0,17,"1,398"
Plymouth,-,10,752,851,2,26,"1,631"
Plymouth,-,11,829,887,1,49,"1,766"
Plymouth,-,12,598,699,0,18,"1,315"
Plymouth,-,13,808,852,0,25,"1,685"
Plymouth,-,14,762,948,0,22,"1,732"
Plymouth,-,15,"1,497","1,093",1,43,"2,634"
Plymouth,-,16,"1,155",944,0,28,"2,127"
Plymouth,-,17,907,874,2,23,"1,806"
Plymouth,-,18,499,620,1,25,"1,145"
Plympton,,,678,780,0,35,"1,493"
Princeton,,,"1,100",805,2,53,"1,960"
Provincetown,,,"2,040",163,1,33,"2,237"
Quincy,1,1,559,288,0,27,874
Quincy,1,2,471,255,2,48,776
Quincy,1,3,697,252,0,21,970
Quincy,1,4,888,677,1,40,"1,606"
Quincy,1,5,847,683,0,46,"1,576"
Quincy,2,1,466,244,0,24,734
Quincy,2,2,521,252,0,21,794
Quincy,2,3,382,195,2,17,596
Quincy,2,4,476,256,0,15,747
Quincy,2,5,634,364,0,35,"1,033"
Quincy,3,1,836,378,0,33,"1,247"
Quincy,3,2,691,338,0,30,"1,059"
Quincy,3,3,537,316,1,25,879
Quincy,3,4,761,505,1,43,"1,310"
Quincy,3,5,489,238,0,16,743
Quincy,4,1,573,280,1,19,873
Quincy,4,2,706,454,3,33,"1,196"
Quincy,4,3,738,527,1,39,"1,305"
Quincy,4,4,520,199,1,13,733
Quincy,4,5,510,266,1,13,790
Quincy,5,1,318,132,0,10,460
Quincy,5,1A,202,104,0,14,320
Quincy,5,2,654,233,2,36,925
Quincy,5,3,787,344,1,23,"1,155"
Quincy,5,4,572,284,1,25,882
Quincy,5,5,787,415,1,30,"1,233"
Quincy,6,1,614,314,1,25,954
Quincy,6,2,524,219,0,20,763
Quincy,6,3,694,463,1,28,"1,186"
Quincy,6,4,574,256,1,22,853
Quincy,6,5,959,752,0,50,"1,761"
Randolph,-,1,780,229,1,23,"1,033"
Randolph,-,2,621,156,1,20,798
Randolph,-,3,526,130,2,13,671
Randolph,-,4,651,213,0,21,885
Randolph,-,5,688,195,3,24,910
Randolph,-,6,390,76,0,4,470
Randolph,-,7,579,184,1,13,777
Randolph,-,8,553,192,2,23,770
Randolph,-,9,653,169,1,22,845
Randolph,-,10,630,223,0,17,870
Randolph,-,11,567,259,0,22,848
Randolph,-,12,553,197,1,18,769
Raynham,-,1,704,773,0,34,"1,511"
Raynham,-,2,405,498,0,26,929
Raynham,-,2A,247,342,0,19,608
Raynham,-,3,765,869,0,48,"1,682"
Raynham,-,4,619,755,0,46,"1,420"
Raynham,-,4A,15,32,0,0,47
Reading,-,1,998,711,0,46,"1,755"
Reading,-,2,877,543,0,35,"1,455"
Reading,-,3,991,619,0,50,"1,660"
Reading,-,4,993,530,0,49,"1,572"
Reading,-,5,980,508,0,44,"1,532"
Reading,-,6,"1,023",580,0,33,"1,636"
Reading,-,7,"1,020",567,0,57,"1,644"
Reading,-,8,838,604,0,65,"1,507"
Rehoboth,-,1,586,759,0,31,"1,376"
Rehoboth,-,2,587,712,0,18,"1,317"
Rehoboth,-,3,589,783,0,25,"1,397"
Rehoboth,-,4,553,762,0,24,"1,339"
Revere,1,1,508,231,1,21,761
Revere,1,2,440,237,3,36,716
Revere,1,3,355,164,1,28,548
Revere,2,1,297,135,0,19,451
Revere,2,2,381,140,0,22,543
Revere,2,3,100,40,0,7,147
Revere,2,3A,27,6,0,1,34
Revere,3,1,284,225,0,18,527
Revere,3,2,306,207,1,20,534
Revere,3,3,323,212,0,34,569
Revere,4,1,372,310,0,26,708
Revere,4,2,277,235,0,22,534
Revere,4,3,402,262,0,38,702
Revere,5,1,622,423,1,49,"1,095"
Revere,5,2,424,228,2,33,687
Revere,5,3,297,185,0,18,500
Revere,6,1,392,428,2,45,867
Revere,6,2,376,388,1,53,818
Revere,6,3,343,217,0,21,581
Richmond,,,622,182,1,19,824
Rochester,,,"1,118","1,722",1,48,"2,889"
Rockland,-,1,647,611,0,30,"1,288"
Rockland,-,2,638,636,1,36,"1,311"
Rockland,-,3,500,417,0,17,934
Rockland,-,4,510,493,0,23,"1,026"
Rockland,-,5,531,590,1,22,"1,144"
Rockland,-,6,607,613,1,36,"1,257"
Rockport,-,1,756,298,1,26,"1,081"
Rockport,-,2,"1,014",379,1,30,"1,424"
Rockport,-,3,"1,205",537,1,47,"1,790"
Rowe,,,118,92,0,3,213
Rowley,,,"1,547","1,598",1,57,"3,203"
Royalston,,,321,301,0,11,633
Russell,,,234,387,1,17,639
Rutland,-,1,617,789,0,36,"1,442"
Rutland,-,2,559,666,0,28,"1,253"
Rutland,-,3,717,727,0,50,"1,494"
Salem,1,1,"1,184",350,1,52,"1,587"
Salem,1,2,380,89,0,6,475
Salem,2,1,"1,141",256,0,35,"1,432"
Salem,2,2,"1,238",248,0,41,"1,527"
Salem,3,1,770,241,0,34,"1,045"
Salem,3,2,806,339,0,25,"1,170"
Salem,4,1,731,361,0,25,"1,117"
Salem,4,2,748,470,0,30,"1,248"
Salem,5,1,964,259,0,48,"1,271"
Salem,5,2,837,178,0,24,"1,039"
Salem,6,1,903,279,0,41,"1,223"
Salem,6,2,"1,032",312,0,23,"1,367"
Salem,7,1,614,233,0,22,869
Salem,7,2,923,371,0,38,"1,332"
Salisbury,-,1,724,611,0,39,"1,374"
Salisbury,-,2,687,655,0,30,"1,372"
Salisbury,-,3,569,724,0,17,"1,310"
Sandisfield,,,214,134,0,10,358
Sandwich,-,1,"1,113",911,1,34,"2,059"
Sandwich,-,2,"1,021",869,0,43,"1,933"
Sandwich,-,3,856,829,2,25,"1,712"
Sandwich,-,4,861,920,0,29,"1,810"
Sandwich,-,5,746,810,0,30,"1,586"
Sandwich,-,6,645,901,1,31,"1,578"
Saugus,-,1,504,513,0,28,"1,045"
Saugus,-,2,484,453,0,23,960
Saugus,-,3,500,476,0,22,998
Saugus,-,4,496,479,0,30,"1,005"
Saugus,-,5,478,677,0,34,"1,189"
Saugus,-,6,500,472,1,28,"1,001"
Saugus,-,7,461,663,0,28,"1,152"
Saugus,-,8,497,501,0,42,"1,040"
Saugus,-,9,528,608,0,24,"1,160"
Saugus,-,10,442,425,0,19,886
Savoy,,,140,133,0,32,305
Scituate,-,1,936,770,0,59,"1,765"
Scituate,-,2,975,739,0,36,"1,750"
Scituate,-,3,"1,006",685,0,34,"1,725"
Scituate,-,4,954,789,1,47,"1,791"
Scituate,-,5,"1,009",608,0,42,"1,659"
Scituate,-,6,"1,028",748,1,54,"1,831"
Seekonk,-,1,717,764,0,34,"1,515"
Seekonk,-,2,941,862,1,36,"1,840"
Seekonk,-,3,709,684,1,11,"1,405"
Seekonk,-,4,765,690,0,21,"1,476"
Sharon,-,1,"1,293",392,2,41,"1,728"
Sharon,-,2,"1,097",382,3,47,"1,529"
Sharon,-,3,"1,218",442,0,31,"1,691"
Sharon,-,4,"1,200",358,0,43,"1,601"
Sharon,-,5,"1,076",460,2,53,"1,591"
Sheffield,,,"1,070",430,0,34,"1,534"
Shelburne,,,680,203,0,138,"1,021"
Sherborn,,,"1,533",621,0,66,"2,220"
Shirley,,,"1,492","1,170",2,32,"2,696"
Shrewsbury,-,1,"1,005",749,0,35,"1,789"
Shrewsbury,-,2,830,571,0,37,"1,438"
Shrewsbury,-,3,656,495,0,21,"1,172"
Shrewsbury,-,4,895,659,0,35,"1,589"
Shrewsbury,-,5,873,503,1,43,"1,420"
Shrewsbury,-,6,870,580,3,35,"1,488"
Shrewsbury,-,7,994,735,0,66,"1,795"
Shrewsbury,-,8,"1,081",762,0,63,"1,906"
Shrewsbury,-,9,664,375,0,22,"1,061"
Shrewsbury,-,10,853,562,2,40,"1,457"
Shutesbury,,,904,145,0,14,"1,063"
Somerset,-,1,874,739,0,40,"1,653"
Somerset,-,2,819,733,0,45,"1,597"
Somerset,-,3,845,698,0,47,"1,590"
Somerset,-,4,744,700,0,33,"1,477"
Somerset,-,5,666,723,0,35,"1,424"
Somerville,1,1,659,124,1,20,804
Somerville,1,2,554,122,1,14,691
Somerville,1,3,552,140,0,16,708
Somerville,1,4,383,70,0,10,463
Somerville,1,4A,214,47,0,7,268
Somerville,2,1,568,53,0,6,627
Somerville,2,1A,278,15,0,6,299
Somerville,2,2,924,86,1,26,"1,037"
Somerville,2,3,898,75,2,17,992
Somerville,2,4,"1,012",84,2,12,"1,110"
Somerville,3,1,"1,029",119,0,15,"1,163"
Somerville,3,2,920,118,0,29,"1,067"
Somerville,3,3,"1,106",112,0,21,"1,239"
Somerville,3,4,980,91,1,31,"1,103"
Somerville,4,1,630,160,0,25,815
Somerville,4,2,542,63,2,15,622
Somerville,4,2A,211,27,1,1,240
Somerville,4,3,938,114,3,27,"1,082"
Somerville,4,4,527,95,2,24,648
Somerville,5,1,"1,029",139,0,21,"1,189"
Somerville,5,2,"1,103",99,3,22,"1,227"
Somerville,5,3,"1,104",116,0,15,"1,235"
Somerville,5,4,"1,187",93,1,19,"1,300"
Somerville,6,1,"1,134",104,1,17,"1,256"
Somerville,6,2,"1,284",104,0,24,"1,412"
Somerville,6,3,329,16,0,7,352
Somerville,6,3A,163,32,0,3,198
Somerville,6,4,"1,221",112,1,36,"1,370"
Somerville,7,1,"1,285",83,5,22,"1,395"
Somerville,7,2,840,86,2,9,937
Somerville,7,3,748,158,0,21,927
Somerville,7,4,908,113,2,21,"1,044"
"S. Hadley",-,A,883,462,0,17,"1,362"
"S. Hadley",-,B,"1,100",538,1,38,"1,677"
"S. Hadley",-,C,999,653,1,39,"1,692"
"S. Hadley",-,D,677,277,0,24,978
"S. Hadley",-,E,"1,014",662,1,30,"1,707"
Southampton,-,1,822,726,2,29,"1,579"
Southampton,-,2,766,742,34,28,"1,570"
Southborough,-,1,"1,014",575,1,49,"1,639"
Southborough,-,2,987,609,0,41,"1,637"
Southborough,-,3,"1,000",542,0,53,"1,595"
Southbridge,-,1,442,344,0,17,803
Southbridge,-,2,311,267,0,12,590
Southbridge,-,3,447,470,1,24,942
Southbridge,-,4,692,644,2,37,"1,375"
Southbridge,-,5,348,200,0,22,570
Southwick,-,1,549,"1,021",0,28,"1,598"
Southwick,-,2,457,713,0,14,"1,184"
Southwick,-,3,550,856,1,24,"1,431"
Spencer,-,1,475,582,0,25,"1,082"
Spencer,-,2,429,506,0,15,950
Spencer,-,3,449,734,2,16,"1,201"
