City/Town,Ward,Pct,"Elizabeth A. Warren","Geoff Diehl","Shiva Ayyadurai","All Others",Blanks,"Total Votes Cast"
Shrewsbury,-,7,"1,014",896,59,0,56,"2,025"
Shrewsbury,-,8,"1,035",820,46,0,65,"1,966"
Shrewsbury,-,9,660,399,52,0,21,"1,132"
Shrewsbury,-,10,923,627,53,0,29,"1,632"
Shutesbury,-,1,976,130,30,0,11,"1,147"
Somerset,-,1,770,722,51,0,23,"1,566"
Somerset,-,2,794,733,61,0,41,"1,629"
Somerset,-,3,875,668,43,0,36,"1,622"
Somerset,-,4,716,627,48,0,29,"1,420"
Somerset,-,5,635,599,59,0,28,"1,321"
Somerville,1,1,861,165,30,4,16,"1,076"
Somerville,1,2,"1,306",283,46,4,34,"1,673"
Somerville,1,3,895,153,35,3,17,"1,103"
Somerville,2,1,"1,489",115,33,5,16,"1,658"
Somerville,2,2,"1,769",133,42,6,11,"1,961"
Somerville,2,3,"1,675",171,29,4,11,"1,890"
Somerville,3,1,"1,505",127,29,2,21,"1,684"
Somerville,3,2,"1,502",174,32,3,9,"1,720"
Somerville,3,3,"1,807",193,39,4,16,"2,059"
Somerville,4,1,778,221,33,2,23,"1,057"
Somerville,4,2,"1,112",134,25,1,25,"1,297"
Somerville,4,3,"1,316",174,47,3,15,"1,555"
Somerville,5,1,"1,506",235,42,3,21,"1,807"
Somerville,5,2,"1,789",187,49,6,25,"2,056"
Somerville,5,3,"1,913",186,29,5,12,"2,145"
Somerville,6,1,"2,058",166,46,2,15,"2,287"
Somerville,6,2,"1,868",181,45,7,18,"2,119"
Somerville,6,3,998,95,31,4,15,"1,143"
Somerville,7,1,"1,825",177,40,4,16,"2,062"
Somerville,7,2,"1,379",119,43,4,20,"1,565"
Somerville,7,3,"1,335",258,63,1,22,"1,679"
"S. Hadley",-,A,995,487,63,0,28,"1,573"
"S. Hadley",-,B,"1,076",594,59,2,22,"1,753"
"S. Hadley",-,C,922,685,55,2,16,"1,680"
"S. Hadley",-,D,697,314,44,0,16,"1,071"
"S. Hadley",-,E,978,688,67,3,24,"1,760"
Southampton,-,1,"1,542","1,548",124,2,48,"3,264"
Southborough,-,1,"1,000",693,64,2,31,"1,790"
Southborough,-,2,944,652,43,3,17,"1,659"
Southborough,-,3,981,670,58,1,20,"1,730"
Southbridge,-,1,535,361,38,0,20,954
Southbridge,-,2,471,287,23,0,11,792
Southbridge,-,3,486,445,43,2,15,991
Southbridge,-,4,671,594,53,0,22,"1,340"
Southbridge,-,5,417,189,28,1,15,650
Southwick,-,1,542,981,49,0,19,"1,591"
Southwick,-,2,484,670,96,2,24,"1,276"
Southwick,-,3,555,813,62,1,13,"1,444"
Spencer,-,1,472,577,61,0,12,"1,122"
Spencer,-,2,423,518,63,2,28,"1,034"
Spencer,-,3,445,691,55,1,19,"1,211"
Spencer,-,4,523,609,53,1,15,"1,201"
Springfield,1,A,301,12,4,1,21,339
Springfield,1,B,423,38,14,0,21,496
Springfield,1,C,252,23,9,1,15,300
Springfield,1,D,382,31,6,0,12,431
Springfield,1,E,432,30,8,0,15,485
Springfield,1,F,353,20,3,1,25,402
Springfield,1,G,356,46,22,1,13,438
Springfield,1,H,378,31,9,0,9,427
Springfield,2,A,318,66,23,0,8,415
Springfield,2,B,603,181,28,1,24,837
Springfield,2,C,355,89,13,0,10,467
Springfield,2,D,492,159,20,0,17,688
Springfield,2,E,459,187,33,2,24,705
Springfield,2,F,491,137,19,4,21,672
Springfield,2,G,555,230,30,0,22,837
Springfield,2,H,482,166,28,1,17,694
Springfield,3,A,287,42,10,1,11,351
Springfield,3,B,297,24,2,0,9,332
Springfield,3,C,209,26,5,0,17,257
Springfield,3,D,309,22,10,0,7,348
Springfield,3,E,250,31,4,1,9,295
Springfield,3,F,264,50,8,0,9,331
Springfield,3,G,207,39,7,1,4,258
Springfield,3,H,308,58,9,1,8,384
Springfield,4,A,497,52,18,0,15,582
Springfield,4,B,466,29,8,0,8,511
Springfield,4,C,349,13,7,1,15,385
Springfield,4,D,367,19,7,0,10,403
Springfield,4,E,314,14,15,0,6,349
Springfield,4,F,150,7,9,0,2,168
Springfield,4,G,512,36,15,1,14,578
Springfield,4,H,438,15,9,1,8,471
Springfield,5,A,472,35,15,2,14,538
Springfield,5,B,570,108,20,0,11,709
Springfield,5,C,401,149,11,0,15,576
Springfield,5,D,561,308,27,0,18,914
Springfield,5,E,650,112,20,2,24,808
Springfield,5,F,612,178,30,1,20,841
Springfield,5,G,589,364,37,5,18,"1,013"
Springfield,5,H,486,237,31,2,20,776
Springfield,6,A,387,90,17,1,11,506
Springfield,6,B,559,191,26,1,16,793
Springfield,6,C,425,185,14,1,11,636
Springfield,6,D,583,333,26,2,16,960
Springfield,6,E,338,64,14,0,13,429
Springfield,6,F,416,78,20,0,9,523
Springfield,6,G,448,137,13,0,9,607
Springfield,6,H,570,240,27,0,16,853
Springfield,7,A,546,267,24,0,16,853
Springfield,7,B,678,361,39,0,31,"1,109"
Springfield,7,C,622,350,32,3,40,"1,047"
Springfield,7,D,531,335,27,2,24,919
Springfield,7,E,441,142,11,0,13,607
Springfield,7,F,621,350,35,1,16,"1,023"
Springfield,7,G,617,426,31,2,26,"1,102"
Springfield,7,H,308,159,21,0,7,495
Springfield,8,A,432,180,23,2,17,654
Springfield,8,B,478,139,21,2,12,652
Springfield,8,C,513,100,12,0,10,635
Springfield,8,D,283,73,16,1,6,379
Springfield,8,E,292,83,20,0,6,401
Springfield,8,F,461,174,19,2,10,666
Springfield,8,G,504,199,23,1,15,742
Springfield,8,H,458,104,20,2,13,597
Sterling,-,1,937,"1,031",81,1,27,"2,077"
Sterling,-,2,899,"1,237",79,1,39,"2,255"
Stockbridge,-,1,865,218,30,1,16,"1,130"
Stoneham,-,1,837,569,59,0,25,"1,490"
Stoneham,-,2,928,631,64,0,44,"1,667"
Stoneham,-,3,898,814,73,0,51,"1,836"
Stoneham,-,4,732,620,56,0,33,"1,441"
Stoneham,-,5,726,753,51,0,47,"1,577"
Stoneham,-,6,850,694,59,0,32,"1,635"
Stoneham,-,7,811,608,71,0,16,"1,506"
Stoughton,-,1,952,597,54,0,23,"1,626"
Stoughton,-,2,824,512,43,0,26,"1,405"
Stoughton,-,3,843,584,49,0,19,"1,495"
Stoughton,-,4,876,808,50,2,28,"1,764"
Stoughton,-,5,692,505,34,0,15,"1,246"
Stoughton,-,6,731,565,36,2,17,"1,351"
Stoughton,-,7,752,433,36,0,20,"1,241"
Stoughton,-,8,675,356,40,1,16,"1,088"
Stow,-,1,"1,338",698,48,3,17,"2,104"
Stow,-,2,"1,247",624,64,1,29,"1,965"
Sturbridge,-,1,737,707,70,0,17,"1,531"
Sturbridge,-,2,736,867,66,0,15,"1,684"
Sturbridge,-,3,675,689,61,0,14,"1,439"
Sudbury,-,1,935,438,55,5,20,"1,453"
Sudbury,-,1A,318,171,9,1,9,508
Sudbury,-,2,"1,247",515,40,4,17,"1,823"
Sudbury,-,3,"1,283",641,60,3,24,"2,011"
Sudbury,-,4,"1,344",540,73,6,23,"1,986"
Sudbury,-,5,"1,214",583,50,3,15,"1,865"
Sunderland,-,1,"1,195",333,45,2,23,"1,598"
Sutton,-,1,651,948,74,0,32,"1,705"
Sutton,-,2,565,879,79,0,20,"1,543"
Sutton,-,3,620,738,63,0,29,"1,450"
Swampscott,-,1,666,471,41,2,34,"1,214"
Swampscott,-,2,883,422,52,1,29,"1,387"
Swampscott,-,3,759,329,37,1,22,"1,148"
Swampscott,-,4,922,412,43,0,28,"1,405"
Swampscott,-,5,730,460,59,2,40,"1,291"
Swampscott,-,6,870,492,46,2,38,"1,448"
Swansea,-,1,617,728,32,0,19,"1,396"
Swansea,-,2,665,563,51,0,18,"1,297"
Swansea,-,3,644,546,38,1,16,"1,245"
Swansea,-,4,630,669,48,1,18,"1,366"
Swansea,-,5,584,715,37,0,18,"1,354"
Taunton,1,A,508,381,42,1,18,950
Taunton,1,B,596,667,40,1,30,"1,334"
Taunton,2,A,378,188,22,0,12,600
Taunton,2,B,474,295,32,1,19,821
Taunton,3,A,569,414,38,0,27,"1,048"
Taunton,3,B,661,596,41,1,26,"1,325"
Taunton,4,A,564,690,40,1,22,"1,317"
Taunton,4,B,597,566,44,2,20,"1,229"
Taunton,5,A,497,351,32,1,20,901
Taunton,5,B,518,302,29,1,19,869
Taunton,6,A,393,289,25,0,15,722
Taunton,6,B,607,445,43,2,23,"1,120"
Taunton,7,A,685,611,46,0,46,"1,388"
Taunton,7,B,599,781,61,1,19,"1,461"
Taunton,8,A,667,666,40,0,29,"1,402"
Taunton,8,B,716,776,49,2,20,"1,563"
Templeton,-,A,474,634,63,1,13,"1,185"
Templeton,-,B,442,580,44,2,20,"1,088"
Templeton,-,C,398,487,41,1,18,945
Tewksbury,-,1,687,813,72,3,38,"1,613"
Tewksbury,-,1A,742,961,74,3,30,"1,810"
Tewksbury,-,2,721,842,80,3,41,"1,687"
Tewksbury,-,2A,622,778,75,3,32,"1,510"
Tewksbury,-,3,871,961,117,3,31,"1,983"
Tewksbury,-,3A,921,"1,031",79,3,33,"2,067"
Tewksbury,-,4,757,960,86,3,38,"1,844"
Tewksbury,-,4A,797,887,97,3,39,"1,823"
Tisbury,-,1,"1,700",494,87,2,35,"2,318"
Tolland,-,1,103,147,6,0,5,261
Topsfield,-,1,"1,697","1,627",130,0,160,"3,614"
Townsend,-,1,514,754,52,0,15,"1,335"
Townsend,-,2,571,705,44,0,22,"1,342"
Townsend,-,3,586,711,53,0,10,"1,360"
Truro,-,1,"1,054",336,39,0,24,"1,453"
Tyngsborough,-,1,548,672,56,0,27,"1,303"
Tyngsborough,-,2,564,688,59,0,20,"1,331"
Tyngsborough,-,3,658,635,58,0,18,"1,369"
Tyngsborough,-,4,677,745,38,0,26,"1,486"
Tyringham,-,1,197,52,4,0,8,261
Upton,-,1,"1,054",892,82,0,39,"2,067"
Upton,-,2,928,892,75,0,30,"1,925"
Uxbridge,-,1,677,855,77,0,26,"1,635"
Uxbridge,-,2,668,706,62,0,32,"1,468"
Uxbridge,-,3,596,783,49,0,30,"1,458"
Uxbridge,-,4,711,810,72,0,25,"1,618"
Wakefield,-,1,941,932,68,16,38,"1,995"
Wakefield,-,2,831,677,49,4,35,"1,596"
Wakefield,-,3,919,779,68,5,40,"1,811"
Wakefield,-,4,957,720,69,0,31,"1,777"
Wakefield,-,5,"1,050",796,75,3,35,"1,959"
Wakefield,-,6,"1,068",736,58,7,45,"1,914"
Wakefield,-,7,933,831,57,3,27,"1,851"
Wales,-,1,313,437,42,5,11,808
Walpole,-,1,754,654,56,2,13,"1,479"
Walpole,-,2,740,789,64,0,28,"1,621"
Walpole,-,3,776,764,71,0,39,"1,650"
Walpole,-,4,759,622,54,1,27,"1,463"
Walpole,-,5,596,683,35,1,25,"1,340"
Walpole,-,6,734,758,69,6,27,"1,594"
Walpole,-,7,741,796,54,1,19,"1,611"
Walpole,-,8,666,818,44,2,28,"1,558"
Waltham,1,1,961,539,53,1,29,"1,583"
Waltham,1,2,979,637,57,0,18,"1,691"
Waltham,2,1,991,511,65,0,30,"1,597"
Waltham,2,2,792,268,46,0,16,"1,122"
Waltham,3,1,874,765,69,0,35,"1,743"
Waltham,3,2,935,555,60,3,31,"1,584"
Waltham,4,1,948,620,73,1,39,"1,681"
Waltham,4,2,235,132,10,0,6,383
Waltham,5,1,968,405,73,2,31,"1,479"
Waltham,5,2,890,254,42,3,17,"1,206"
Waltham,6,1,935,322,37,3,19,"1,316"
Waltham,6,2,536,206,28,1,11,782
Waltham,7,1,877,484,46,1,19,"1,427"
Waltham,7,2,369,96,12,1,14,492
Waltham,8,1,864,230,45,1,16,"1,156"
Waltham,8,2,944,284,49,2,17,"1,296"
Waltham,9,1,698,161,29,0,15,903
Waltham,9,2,706,183,27,0,21,937
Ware,-,A,483,357,47,1,19,907
Ware,-,B,464,527,67,2,10,"1,070"
Ware,-,C,625,749,92,0,28,"1,494"
Wareham,-,1,743,705,68,4,23,"1,543"
Wareham,-,2,840,691,52,1,20,"1,604"
Wareham,-,3,818,761,51,1,21,"1,652"
Wareham,-,4,719,751,46,1,16,"1,533"
Wareham,-,5,781,846,78,0,21,"1,726"
Wareham,-,6,650,715,69,1,10,"1,445"
Warren,-,A,553,744,76,0,20,"1,393"
Warren,-,B,216,240,25,1,7,489
Warwick,-,1,263,125,22,0,8,418
Washington,-,1,206,85,7,0,2,300
Watertown,-,1,798,238,43,4,10,"1,093"
Watertown,-,2,895,226,54,0,9,"1,184"
Watertown,-,3,"1,131",237,49,3,19,"1,439"
Watertown,-,4,"1,220",239,37,1,16,"1,513"
Watertown,-,5,"1,093",218,51,1,10,"1,373"
Watertown,-,6,933,235,46,2,14,"1,230"
Watertown,-,7,"1,051",334,47,3,22,"1,457"
Watertown,-,8,"1,096",353,49,5,22,"1,525"
Watertown,-,9,828,228,37,3,9,"1,105"
Watertown,-,10,"1,216",463,48,1,21,"1,749"
Watertown,-,11,777,370,46,0,17,"1,210"
Watertown,-,12,779,280,48,0,16,"1,123"
Wayland,-,1,"1,355",485,52,0,34,"1,926"
Wayland,-,2,"1,271",446,68,0,34,"1,819"
Wayland,-,3,"1,252",437,49,3,29,"1,770"
Wayland,-,4,"1,326",582,78,0,49,"2,035"
Webster,-,1,418,454,55,1,23,951
Webster,-,2,328,256,39,1,8,632
Webster,-,3,429,529,41,0,12,"1,011"
Webster,-,4,622,961,64,5,25,"1,677"
Webster,-,5,546,613,57,0,17,"1,233"
Wellesley,-,A,"1,190",549,47,4,32,"1,822"
Wellesley,-,B,"1,356",561,50,2,21,"1,990"
Wellesley,-,C,870,814,84,6,49,"1,823"
Wellesley,-,D,"1,355",523,97,2,38,"2,015"
Wellesley,-,E,"1,062",503,71,4,28,"1,668"
Wellesley,-,F,698,361,48,1,20,"1,128"
Wellesley,-,G,723,204,27,1,14,969
Wellesley,-,H,"1,080",588,52,7,40,"1,767"
Wellfleet,-,1,"1,482",471,57,1,15,"2,026"
Wendell,-,1,406,66,31,0,6,509
Wenham,-,1,"1,115",894,73,0,50,"2,132"
"W. Boylston",-,1,733,750,67,5,33,"1,588"
"W. Boylston",-,2,"1,054","1,020",84,1,47,"2,206"
"W. Bridgewater",-,1,670,"1,035",56,1,26,"1,788"
"W. Bridgewater",-,2,661,963,37,1,26,"1,688"
"W. Brookfield",-,1,770,896,66,0,27,"1,759"
"W. Newbury",-,1,"1,441","1,050",103,2,49,"2,645"
"W. Springfield",-,1,307,172,15,0,11,505
"W. Springfield",-,2,443,223,41,0,6,713
"W. Springfield",-,3,522,475,50,0,20,"1,067"
"W. Springfield",-,4,647,515,57,1,26,"1,246"
"W. Springfield",-,5,789,901,52,0,41,"1,783"
"W. Springfield",-,6,712,786,60,0,43,"1,601"
"W. Springfield",-,7,709,912,48,0,36,"1,705"
"W. Springfield",-,8,517,415,30,1,24,987
"W. Stockbridge",-,1,649,130,19,0,15,813
"W. Tisbury",-,1,"1,503",329,69,1,18,"1,920"
Westborough,-,1,718,349,32,1,14,"1,114"
Westborough,-,2,732,382,34,0,10,"1,158"
Westborough,-,3,"1,013",527,55,2,23,"1,620"
Westborough,-,4,"1,271",748,68,3,28,"2,118"
Westborough,-,5,"1,132",735,63,2,24,"1,956"
Westfield,1,A,707,820,46,1,26,"1,600"
Westfield,1,B,610,745,37,1,18,"1,411"
Westfield,2,A,404,260,29,0,15,708
Westfield,2,B,527,449,50,0,26,"1,052"
Westfield,3,A,400,258,38,0,12,708
Westfield,3,B,597,601,54,0,20,"1,272"
Westfield,4,A,274,293,29,1,13,610
Westfield,4,B,800,915,55,1,22,"1,793"
Westfield,5,A,698,917,57,2,27,"1,701"
Westfield,5,B,634,934,49,0,24,"1,641"
Westfield,6,A,588,777,62,1,17,"1,445"
Westfield,6,B,481,601,48,0,15,"1,145"
Westford,-,1,"1,170",866,54,2,20,"2,112"
Westford,-,2,"1,153",762,96,5,25,"2,041"
Westford,-,3,"1,106",840,58,3,29,"2,036"
Westford,-,4,"1,182",707,67,3,22,"1,981"
Westford,-,5,"1,086",753,58,2,14,"1,913"
Westford,-,6,957,737,61,1,25,"1,781"
Westhampton,-,1,589,357,43,0,18,"1,007"
Westminster,-,1,870,999,94,0,19,"1,982"
Westminster,-,2,848,"1,012",81,0,23,"1,964"
Weston,-,1,931,483,63,4,13,"1,494"
Weston,-,2,796,458,65,3,24,"1,346"
Weston,-,3,753,479,56,6,23,"1,317"
Weston,-,4,818,490,78,2,23,"1,411"
Westport,-,A,633,613,48,0,26,"1,320"
Westport,-,B,875,829,60,0,23,"1,787"
Westport,-,C,565,573,53,0,18,"1,209"
Westport,-,D,622,543,49,0,23,"1,237"
Westport,-,E,865,762,54,0,27,"1,708"
Westwood,-,1,"1,162",860,58,2,26,"2,108"
Westwood,-,2,"1,180",844,78,1,42,"2,145"
Westwood,-,3,"1,114",876,62,4,48,"2,104"
Westwood,-,4,920,926,60,0,28,"1,934"
Weymouth,-,1,683,584,46,0,14,"1,327"
Weymouth,-,2,747,735,40,5,21,"1,548"
Weymouth,-,3,679,805,44,1,21,"1,550"
Weymouth,-,4,684,668,34,2,19,"1,407"
Weymouth,-,5,616,435,34,3,12,"1,100"
Weymouth,-,6,796,655,44,2,25,"1,522"
Weymouth,-,7,638,578,37,1,20,"1,274"
Weymouth,-,8,766,577,40,0,21,"1,404"
Weymouth,-,9,730,742,43,1,22,"1,538"
Weymouth,-,10,536,410,35,1,9,991
Weymouth,-,11,643,639,44,2,16,"1,344"
Weymouth,-,12,701,712,43,2,15,"1,473"
Weymouth,-,13,527,391,29,2,13,962
Weymouth,-,14,616,497,28,1,17,"1,159"
Weymouth,-,15,738,719,35,1,25,"1,518"
Weymouth,-,16,757,814,49,1,29,"1,650"
Weymouth,-,17,561,470,36,3,14,"1,084"
Weymouth,-,18,"1,012",934,47,1,36,"2,030"
Whately,-,1,559,298,25,0,15,897
Whitman,-,1,746,"1,068",54,0,12,"1,880"
Whitman,-,2,588,945,39,0,22,"1,594"
Whitman,-,3,663,967,45,2,20,"1,697"
Whitman,-,4,645,908,37,0,16,"1,606"
Wilbraham,-,A,819,858,49,1,51,"1,778"
Wilbraham,-,B,818,835,44,0,36,"1,733"
Wilbraham,-,C,731,874,65,2,41,"1,713"
Wilbraham,-,D,804,978,53,1,47,"1,883"
Williamsburg,-,1,"1,177",305,58,1,16,"1,557"
Williamstown,-,1,"1,105",230,18,0,15,"1,368"
Williamstown,-,2,470,47,8,0,3,528
Williamstown,-,3,"1,091",171,33,0,13,"1,308"
Wilmington,-,1,844,903,56,1,42,"1,846"
Wilmington,-,2,772,908,75,3,62,"1,820"
Wilmington,-,3,799,908,59,5,14,"1,785"
Wilmington,-,4,863,"1,014",69,2,35,"1,983"
Wilmington,-,5,920,931,80,2,25,"1,958"
Wilmington,-,6,833,978,55,1,35,"1,902"
Winchendon,-,1,344,449,45,0,12,850
Winchendon,-,1A,127,127,12,0,6,272
Winchendon,-,2,527,633,58,0,23,"1,241"
Winchendon,-,3,507,643,49,1,20,"1,220"
Winchester,-,1,910,445,57,0,16,"1,428"
Winchester,-,2,795,398,44,0,16,"1,253"
Winchester,-,3,"1,104",409,50,0,39,"1,602"
Winchester,-,4,897,546,59,0,39,"1,541"
Winchester,-,5,797,620,55,0,36,"1,508"
Winchester,-,6,748,557,46,0,28,"1,379"
Winchester,-,7,867,573,66,0,29,"1,535"
Winchester,-,8,632,379,49,0,13,"1,073"
Windsor,-,1,284,141,21,0,11,457
Winthrop,-,1,666,613,51,2,32,"1,364"
Winthrop,-,2,606,600,31,4,19,"1,260"
Winthrop,-,3,761,469,47,1,14,"1,292"
Winthrop,-,4,624,469,32,2,15,"1,142"
Winthrop,-,5,729,568,46,2,41,"1,386"
Winthrop,-,6,736,460,47,2,14,"1,259"
Woburn,1,1,598,369,33,0,19,"1,019"
Woburn,1,2,650,522,45,0,23,"1,240"
Woburn,2,1,649,479,38,1,24,"1,191"
Woburn,2,2,522,271,44,2,21,860
Woburn,3,1,540,519,57,0,18,"1,134"
Woburn,3,2,743,694,48,1,35,"1,521"
Woburn,4,1,663,666,61,1,45,"1,436"
Woburn,4,2,597,432,41,0,23,"1,093"
Woburn,5,1,796,450,55,0,24,"1,325"
Woburn,5,2,661,587,74,0,19,"1,341"
Woburn,6,1,418,262,27,0,8,715
Woburn,6,2,616,534,50,0,19,"1,219"
Woburn,7,1,682,746,55,1,47,"1,531"
Woburn,7,2,589,632,51,0,37,"1,309"
Worcester,1,1,"1,034",628,74,1,30,"1,767"
Worcester,1,2,"1,024",699,59,1,45,"1,828"
Worcester,1,3,589,418,40,2,21,"1,070"
Worcester,1,4,"1,203",516,54,1,34,"1,808"
Worcester,1,5,874,530,65,2,39,"1,510"
Worcester,2,1,943,526,65,3,29,"1,566"
Worcester,2,2,964,499,64,2,26,"1,555"
Worcester,2,3,808,519,47,3,29,"1,406"
Worcester,2,4,843,207,25,1,15,"1,091"
Worcester,2,5,376,68,11,0,9,464
Worcester,3,1,698,284,39,2,25,"1,048"
Worcester,3,2,267,64,12,1,7,351
Worcester,3,3,644,246,36,2,12,940
Worcester,3,4,472,99,16,0,3,590
Worcester,3,5,690,306,33,1,15,"1,045"
Worcester,4,1,458,112,24,1,19,614
Worcester,4,2,557,285,34,1,12,889
Worcester,4,3,459,70,17,2,10,558
Worcester,4,4,558,326,32,0,14,930
Worcester,4,5,765,357,49,1,32,"1,204"
Worcester,5,1,521,153,24,1,8,707
Worcester,5,2,739,390,41,1,24,"1,195"
Worcester,5,3,812,585,60,3,21,"1,481"
Worcester,5,4,788,473,46,0,33,"1,340"
Worcester,5,5,734,443,53,2,27,"1,259"
Worcester,6,1,364,67,13,0,9,453
Worcester,6,2,524,134,24,0,6,688
Worcester,6,3,542,187,29,2,15,775
Worcester,6,4,275,128,19,0,7,429
Worcester,6,5,642,354,42,0,19,"1,057"
Worcester,7,1,827,367,50,1,29,"1,274"
Worcester,7,2,568,192,25,2,20,807
Worcester,7,3,767,342,25,2,23,"1,159"
Worcester,7,4,696,364,44,2,15,"1,121"
Worcester,7,5,711,444,49,1,30,"1,235"
Worcester,8,1,352,93,15,0,6,466
Worcester,8,2,372,85,11,1,6,475
Worcester,8,3,401,50,13,4,6,474
Worcester,8,4,533,131,8,3,13,688
Worcester,8,5,419,161,24,1,15,620
Worcester,9,1,872,296,48,2,37,"1,255"
Worcester,9,2,"1,074",395,60,1,28,"1,558"
Worcester,9,3,655,340,65,0,21,"1,081"
Worcester,9,4,960,519,52,2,32,"1,565"
Worcester,9,5,946,559,33,1,27,"1,566"
Worcester,10,1,488,109,24,2,13,636
Worcester,10,2,533,86,22,0,7,648
Worcester,10,3,441,48,18,0,13,520
Worcester,10,4,396,58,9,0,5,468
Worcester,10,5,395,65,17,1,3,481
Worthington,-,1,423,211,44,0,9,687
Wrentham,-,1,759,935,64,4,20,"1,782"
Wrentham,-,2,774,"1,066",66,3,27,"1,936"
Wrentham,-,3,858,908,75,5,27,"1,873"
Yarmouth,-,1,"1,065",864,55,1,14,"1,999"
Yarmouth,-,2,981,890,50,2,16,"1,939"
Yarmouth,-,3,730,573,37,0,8,"1,348"
Yarmouth,-,4,824,773,68,1,15,"1,681"
Yarmouth,-,5,709,697,58,1,21,"1,486"
Yarmouth,-,6,769,666,53,2,26,"1,516"
Yarmouth,-,7,"1,119","1,088",69,1,30,"2,307"
TOTALS,,,"1,633,371","979,210","91,710","2,799","45,575","2,752,665"
