City/Town,Ward,Pct,"Deborah B. Goldberg","Cristina Crawford","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Libertarian
Abington,-,1,748,325,3,133,"1,209"
Abington,-,2,730,354,0,149,"1,233"
Abington,-,3,832,365,6,169,"1,372"
Abington,-,4,863,367,2,172,"1,404"
Abington,-,5,882,363,3,170,"1,418"
Acton,-,1,822,172,1,77,"1,072"
Acton,-,2,"1,216",237,2,117,"1,572"
Acton,-,3,"1,388",258,4,133,"1,783"
Acton,-,4,"1,267",206,0,108,"1,581"
Acton,-,5,"1,242",201,5,123,"1,571"
Acton,-,6,860,155,2,73,"1,090"
Acton,-,6A,384,60,0,23,467
Acton,-,7,936,185,1,102,"1,224"
Acushnet,-,1,694,378,7,169,"1,248"
Acushnet,-,2,652,394,3,220,"1,269"
Acushnet,-,2A,74,48,0,15,137
Acushnet,-,3,806,477,6,215,"1,504"
Adams,-,1,340,92,1,41,474
Adams,-,2,456,131,0,47,634
Adams,-,3,404,119,1,63,587
Adams,-,4,377,100,0,41,518
Adams,-,5,511,138,0,46,695
Agawam,-,1,648,356,10,152,"1,166"
Agawam,-,2,904,468,9,251,"1,632"
Agawam,-,3,699,382,7,184,"1,272"
Agawam,-,4,634,326,10,155,"1,125"
Agawam,-,5,937,449,14,224,"1,624"
Agawam,-,6,766,422,7,217,"1,412"
Agawam,-,7,869,494,10,254,"1,627"
Agawam,-,8,897,429,6,211,"1,543"
Alford,,,221,18,0,33,272
Amesbury,-,1,"1,103",308,5,163,"1,579"
Amesbury,-,2,869,239,3,116,"1,227"
Amesbury,-,3,"1,036",246,4,126,"1,412"
Amesbury,-,4,685,215,16,98,"1,014"
Amesbury,-,5,857,323,5,159,"1,344"
Amesbury,-,6,748,209,4,101,"1,062"
Amherst,-,1A,645,41,3,32,721
Amherst,-,1B,359,25,0,20,404
Amherst,-,2A,411,37,0,33,481
Amherst,-,2B,"1,177",99,3,78,"1,357"
Amherst,-,3A,386,38,0,30,454
Amherst,-,3B,"1,103",60,2,64,"1,229"
Amherst,-,4A,581,35,1,21,638
Amherst,-,4B,351,18,0,19,388
Amherst,-,5A,422,27,0,24,473
Amherst,-,5B,"1,821",95,1,98,"2,015"
Andover,-,1,834,188,0,81,"1,103"
Andover,-,2,"1,077",322,6,178,"1,583"
Andover,-,3,"1,305",326,3,169,"1,803"
Andover,-,4,659,217,2,117,995
Andover,-,4A,315,93,2,46,456
Andover,-,5,"1,107",358,6,155,"1,626"
Andover,-,6,"1,005",359,12,147,"1,523"
Andover,-,7,"1,160",377,7,191,"1,735"
Andover,-,8,"1,211",367,9,146,"1,733"
Andover,-,9,"1,045",333,13,136,"1,527"
Andover,-,10,"1,153",368,15,176,"1,712"
Aquinnah,,,218,29,0,16,263
Arlington,-,1,625,77,1,56,759
Arlington,-,2,938,102,2,75,"1,117"
Arlington,-,3,914,69,1,66,"1,050"
Arlington,-,4,817,87,0,72,976
Arlington,-,5,955,96,2,73,"1,126"
Arlington,-,6,860,89,1,55,"1,005"
Arlington,-,7,834,97,0,73,"1,004"
Arlington,-,8,982,110,0,101,"1,193"
Arlington,-,9,752,82,1,58,893
Arlington,-,10,"1,039",77,2,83,"1,201"
Arlington,-,11,966,150,6,109,"1,231"
Arlington,-,12,"1,062",115,1,92,"1,270"
Arlington,-,13,875,147,4,122,"1,148"
Arlington,-,14,839,86,1,83,"1,009"
Arlington,-,15,846,87,3,74,"1,010"
Arlington,-,16,928,122,1,80,"1,131"
Arlington,-,17,719,71,3,67,860
Arlington,-,18,847,137,2,133,"1,119"
Arlington,-,19,940,107,4,80,"1,131"
Arlington,-,20,828,105,2,72,"1,007"
Arlington,-,21,933,116,1,61,"1,111"
Ashburnham,-,1,843,429,17,177,"1,466"
Ashburnham,-,2,860,354,21,146,"1,381"
Ashby,,,806,461,0,199,"1,466"
Ashfield,,,793,119,0,64,976
Ashland,-,1,787,196,0,131,"1,114"
Ashland,-,2,"1,106",297,0,147,"1,550"
Ashland,-,3,756,197,0,98,"1,051"
Ashland,-,4,789,228,0,117,"1,134"
Ashland,-,5,918,223,0,122,"1,263"
Ashland,-,6,949,250,0,136,"1,335"
Athol,-,1,810,392,13,156,"1,371"
Athol,-,2,659,378,11,141,"1,189"
Athol,-,3,687,323,10,108,"1,128"
Attleboro,1,A,745,354,3,130,"1,232"
Attleboro,1,B,773,368,7,124,"1,272"
Attleboro,2,A,924,355,10,179,"1,468"
Attleboro,2,B,799,352,2,138,"1,291"
Attleboro,3,A,877,299,2,133,"1,311"
Attleboro,3,B,958,361,5,134,"1,458"
Attleboro,4,A,764,260,2,132,"1,158"
Attleboro,4,B,"1,112",469,1,220,"1,802"
Attleboro,5,A,545,168,2,64,779
Attleboro,5,B,890,297,6,133,"1,326"
Attleboro,6,A,766,354,5,146,"1,271"
Attleboro,6,B,922,353,2,168,"1,445"
Auburn,-,1,992,353,10,138,"1,493"
Auburn,-,2,893,380,13,151,"1,437"
Auburn,-,3,"1,030",369,6,186,"1,591"
Auburn,-,4,886,315,11,136,"1,348"
Auburn,-,5,835,339,7,151,"1,332"
Avon,,,"1,053",385,5,222,"1,665"
Ayer,-,1,711,249,1,97,"1,058"
Ayer,-,2,830,289,1,161,"1,281"
Ayer,-,3,614,210,1,93,918
Barnstable,-,1,"1,400",509,9,220,"2,138"
Barnstable,-,2,"1,238",514,9,199,"1,960"
Barnstable,-,3,855,324,7,128,"1,314"
Barnstable,-,4,"1,167",436,9,207,"1,819"
Barnstable,-,5,"1,289",592,12,291,"2,184"
Barnstable,-,6,"1,192",520,14,181,"1,907"
Barnstable,-,7,"1,432",561,15,227,"2,235"
Barnstable,-,8,671,264,12,94,"1,041"
Barnstable,-,9,371,140,10,50,571
Barnstable,-,10,984,460,10,193,"1,647"
Barnstable,-,11,"1,221",539,18,250,"2,028"
Barnstable,-,12,"1,213",542,14,199,"1,968"
Barnstable,-,13,716,280,8,110,"1,114"
Barre,-,1,677,351,11,119,"1,158"
Barre,-,2,553,380,7,111,"1,051"
Becket,,,543,198,5,69,815
Bedford,-,1,"1,326",324,5,145,"1,800"
Bedford,-,2,753,194,8,115,"1,070"
Bedford,-,2A,242,53,1,44,340
Bedford,-,3,"1,332",292,9,164,"1,797"
Bedford,-,4,"1,208",273,4,154,"1,639"
Belchertown,-,A,"1,195",348,3,200,"1,746"
Belchertown,-,B,"1,041",445,4,230,"1,720"
Belchertown,-,C,"1,174",413,0,233,"1,820"
Belchertown,-,D,"1,221",324,3,144,"1,692"
Bellingham,-,1,706,355,8,153,"1,222"
Bellingham,-,2,858,439,9,199,"1,505"
Bellingham,-,3,935,421,12,150,"1,518"
Bellingham,-,4,733,383,6,188,"1,310"
Bellingham,-,5,671,358,10,142,"1,181"
Belmont,-,1,"1,179",197,2,157,"1,535"
Belmont,-,2,"1,278",293,1,206,"1,778"
Belmont,-,3,"1,116",199,0,142,"1,457"
Belmont,-,4,942,197,1,112,"1,252"
Belmont,-,5,"1,114",183,1,139,"1,437"
Belmont,-,6,"1,445",194,1,165,"1,805"
Belmont,-,7,"1,166",169,6,125,"1,466"
Belmont,-,8,"1,031",212,0,190,"1,433"
Berkley,-,1,792,482,15,267,"1,556"
Berkley,-,2,624,427,9,203,"1,263"
Berlin,,,"1,171",501,10,178,"1,860"
Bernardston,,,691,182,1,111,985
Beverly,1,1,891,266,5,156,"1,318"
Beverly,1,2,"1,249",329,4,181,"1,763"
Beverly,2,1,"1,051",212,1,114,"1,378"
Beverly,2,2,"1,160",250,4,106,"1,520"
Beverly,3,1,681,164,1,58,904
Beverly,3,2,952,268,3,147,"1,370"
Beverly,4,1,645,135,1,84,865
Beverly,4,2,"1,536",294,4,161,"1,995"
Beverly,5,1,"1,107",307,6,183,"1,603"
Beverly,5,2,965,278,2,179,"1,424"
Beverly,6,1,"1,290",345,6,175,"1,816"
Beverly,6,2,"1,275",429,6,207,"1,917"
Billerica,-,1,738,263,12,128,"1,141"
Billerica,-,2,918,374,11,229,"1,532"
Billerica,-,3,865,387,8,198,"1,458"
Billerica,-,4,796,308,13,196,"1,313"
Billerica,-,5,"1,072",456,18,270,"1,816"
Billerica,-,6,819,327,14,182,"1,342"
Billerica,-,7,875,335,17,159,"1,386"
Billerica,-,8,857,340,13,209,"1,419"
Billerica,-,9,920,418,21,217,"1,576"
Billerica,-,10,995,432,17,247,"1,691"
Billerica,-,11,725,349,7,173,"1,254"
Billerica,-,12,863,347,12,193,"1,415"
Blackstone,-,1,557,321,0,104,982
Blackstone,-,2,617,374,1,137,"1,129"
Blackstone,-,3,653,430,4,169,"1,256"
Blandford,,,309,235,0,74,618
Bolton,,,"1,920",697,8,261,"2,886"
Boston,1,1,552,105,4,78,739
Boston,1,2,377,68,7,42,494
Boston,1,3,"1,107",174,6,111,"1,398"
Boston,1,4,394,65,4,43,506
Boston,1,5,467,90,3,57,617
Boston,1,6,371,73,1,45,490
Boston,1,7,406,75,3,46,530
Boston,1,8,452,92,2,91,637
Boston,1,9,381,59,4,39,483
Boston,1,10,218,42,4,32,296
Boston,1,11,504,117,5,83,709
Boston,1,12,445,127,9,99,680
Boston,1,13,578,132,4,124,838
Boston,1,14,252,75,5,78,410
Boston,1,15,0,0,0,0,0
Boston,2,1,793,160,11,145,"1,109"
Boston,2,2,775,171,3,88,"1,037"
Boston,2,3,896,194,5,137,"1,232"
Boston,2,4,819,153,4,100,"1,076"
Boston,2,5,876,155,2,97,"1,130"
Boston,2,6,685,148,3,115,951
Boston,2,7,475,101,1,50,627
Boston,2,8,311,61,2,90,464
Boston,3,1,681,154,8,108,951
Boston,3,2,713,174,9,96,992
Boston,3,3,446,112,3,49,610
Boston,3,4,456,99,4,88,647
Boston,3,5,718,116,5,53,892
Boston,3,6,411,97,2,45,555
Boston,3,7,773,78,0,55,906
Boston,3,8,495,87,0,74,656
Boston,3,9,493,72,0,65,630
Boston,3,10,751,143,1,55,950
Boston,3,11,602,121,3,91,817
Boston,3,12,674,112,3,195,984
Boston,3,13,447,100,0,52,599
Boston,3,13A,0,0,0,0,0
Boston,3,14,488,82,4,209,783
Boston,3,15,548,55,2,32,637
Boston,3,16,966,96,2,61,"1,125"
Boston,3,17,535,78,2,48,663
Boston,4,1,719,88,2,52,861
Boston,4,2,550,94,0,69,713
Boston,4,3,828,104,1,76,"1,009"
Boston,4,4,894,98,4,83,"1,079"
Boston,4,5,686,88,2,70,846
Boston,4,6,551,80,3,52,686
Boston,4,7,451,46,2,42,541
Boston,4,8,403,50,3,58,514
Boston,4,9,108,5,0,13,126
Boston,4,10,116,12,0,6,134
Boston,4,10A,0,0,0,0,0
Boston,4,11,31,1,0,3,35
Boston,4,12,139,14,1,8,162
Boston,5,1,301,30,3,147,481
Boston,5,2,520,44,1,43,608
Boston,5,3,894,171,2,80,"1,147"
Boston,5,4,485,61,1,29,576
Boston,5,5,671,109,2,68,850
Boston,5,6,714,139,3,82,938
Boston,5,7,864,153,4,112,"1,133"
Boston,5,8,790,152,4,77,"1,023"
Boston,5,9,776,134,3,77,990
Boston,5,10,360,39,1,36,436
Boston,5,11,335,41,3,32,411
Boston,5,12,381,39,1,17,438
Boston,5,13,633,110,1,103,847
Boston,5,14,646,87,2,47,782
Boston,5,15,446,66,2,30,544
Boston,6,1,816,126,4,80,"1,026"
Boston,6,2,418,101,4,59,582
Boston,6,3,560,149,3,80,792
Boston,6,4,420,100,2,59,581
Boston,6,5,609,130,7,80,826
Boston,6,6,582,156,7,134,879
Boston,6,7,537,181,11,93,822
Boston,6,8,660,185,5,117,967
Boston,6,9,615,187,8,158,968
Boston,6,10,482,121,4,70,677
Boston,6,11,611,130,3,64,808
Boston,6,12,858,266,4,95,"1,223"
Boston,6,12A,0,0,0,0,0
Boston,7,1,472,123,4,105,704
Boston,7,2,606,178,9,114,907
Boston,7,3,660,171,10,110,951
Boston,7,4,484,142,5,94,725
Boston,7,5,502,107,7,58,674
Boston,7,6,430,80,4,62,576
Boston,7,7,212,42,0,29,283
Boston,7,8,477,96,2,54,629
Boston,7,9,337,73,2,39,451
Boston,7,10,319,41,3,27,390
Boston,8,1,615,77,3,124,819
Boston,8,2,622,52,0,42,716
Boston,8,3,427,43,1,26,497
Boston,8,4,307,39,5,26,377
Boston,8,5,466,49,2,44,561
Boston,8,6,110,21,1,14,146
Boston,8,6A,0,0,0,0,0
Boston,9,1,669,61,2,107,839
Boston,9,2,675,59,1,53,788
Boston,9,3,470,42,4,40,556
Boston,9,4,428,45,2,53,528
Boston,9,5,533,34,2,42,611
Boston,9,6,579,47,2,56,684
Boston,9,7,125,20,0,11,156
Boston,10,1,322,38,2,31,393
Boston,10,2,240,21,0,18,279
Boston,10,3,242,26,1,17,286
Boston,10,4,435,48,4,126,613
Boston,10,5,365,44,2,30,441
Boston,10,6,387,44,1,38,470
Boston,10,7,462,36,1,40,539
Boston,10,8,770,80,3,74,927
Boston,10,9,977,63,5,50,"1,095"
Boston,10,9A,0,0,0,0,0
Boston,11,1,351,23,0,22,396
Boston,11,2,501,41,1,43,586
Boston,11,3,329,39,2,41,411
Boston,11,4,693,61,3,62,819
Boston,11,5,558,70,4,50,682
Boston,11,6,620,32,0,36,688
Boston,11,7,798,50,1,47,896
Boston,11,8,"1,124",69,0,48,"1,241"
Boston,11,9,585,34,0,30,649
Boston,11,10,712,27,2,34,775
Boston,12,1,456,61,0,47,564
Boston,12,2,540,52,2,61,655
Boston,12,3,265,30,0,15,310
Boston,12,4,310,26,2,41,379
Boston,12,5,213,20,1,33,267
Boston,12,6,289,31,1,29,350
Boston,12,7,538,52,1,68,659
Boston,12,8,202,19,2,22,245
Boston,12,9,287,24,0,30,341
Boston,13,1,317,39,2,39,397
Boston,13,2,148,23,2,11,184
Boston,13,3,346,46,0,34,426
Boston,13,4,282,31,1,28,342
Boston,13,5,297,34,4,30,365
Boston,13,6,424,45,2,43,514
Boston,13,7,444,91,6,68,609
Boston,13,8,403,59,1,55,518
Boston,13,9,485,78,5,39,607
Boston,13,10,711,139,3,137,990
Boston,14,1,526,36,3,51,616
Boston,14,2,582,49,4,44,679
Boston,14,3,274,22,1,28,325
Boston,14,4,373,31,1,20,425
Boston,14,5,253,21,0,20,294
Boston,14,6,278,23,3,27,331
Boston,14,7,271,22,2,24,319
Boston,14,8,409,26,0,42,477
Boston,14,9,245,33,2,27,307
Boston,14,10,309,35,3,32,379
Boston,14,11,322,15,3,15,355
Boston,14,12,191,8,1,21,221
Boston,14,13,319,19,2,25,365
Boston,14,14,324,22,1,28,375
Boston,15,1,380,39,3,33,455
Boston,15,2,233,28,1,23,285
Boston,15,3,145,13,2,19,179
Boston,15,4,391,64,5,42,502
Boston,15,5,305,28,2,27,362
Boston,15,6,243,67,1,51,362
Boston,15,7,279,25,0,31,335
Boston,15,8,227,57,4,36,324
Boston,15,9,236,44,4,52,336
Boston,16,1,281,52,1,41,375
Boston,16,2,303,82,4,54,443
Boston,16,3,416,46,1,79,542
Boston,16,4,406,62,0,48,516
Boston,16,5,490,76,2,54,622
Boston,16,6,579,105,2,86,772
Boston,16,7,479,107,8,97,691
Boston,16,8,798,143,12,139,"1,092"
Boston,16,9,545,177,6,167,895
Boston,16,10,445,142,7,87,681
Boston,16,11,359,74,8,54,495
Boston,16,12,509,142,8,178,837
Boston,17,1,319,26,4,31,380
Boston,17,2,234,35,1,20,290
Boston,17,3,590,63,0,47,700
Boston,17,4,740,90,2,71,903
Boston,17,5,216,21,3,21,261
Boston,17,6,468,42,0,32,542
Boston,17,7,243,21,0,17,281
Boston,17,8,372,28,1,32,433
Boston,17,9,426,30,0,34,490
Boston,17,10,465,34,2,38,539
Boston,17,11,213,8,0,22,243
Boston,17,12,370,25,2,27,424
Boston,17,13,535,64,2,74,675
Boston,17,14,567,78,2,68,715
Boston,18,1,721,48,2,74,845
Boston,18,2,475,42,2,42,561
Boston,18,3,562,29,1,39,631
Boston,18,4,560,39,1,63,663
Boston,18,5,649,36,1,47,733
Boston,18,6,807,45,4,62,918
Boston,18,7,563,75,5,46,689
Boston,18,8,917,100,2,101,"1,120"
Boston,18,9,686,69,4,63,822
Boston,18,10,"1,076",111,0,92,"1,279"
Boston,18,11,473,53,1,31,558
Boston,18,12,603,88,2,67,760
Boston,18,13,361,27,1,36,425
Boston,18,14,369,27,2,27,425
Boston,18,15,548,43,1,59,651
Boston,18,16,688,127,7,115,937
Boston,18,17,526,88,8,69,691
Boston,18,18,641,101,3,96,841
Boston,18,19,917,139,4,103,"1,163"
Boston,18,20,722,190,6,159,"1,077"
Boston,18,21,691,59,4,49,803
Boston,18,22,760,131,2,111,"1,004"
Boston,18,23,355,29,1,43,428
Boston,19,1,763,36,2,26,827
Boston,19,2,900,108,3,84,"1,095"
Boston,19,3,501,40,0,29,570
Boston,19,4,"1,053",38,1,57,"1,149"
Boston,19,5,744,36,2,47,829
Boston,19,6,"1,090",59,4,72,"1,225"
Boston,19,7,802,57,1,52,912
Boston,19,8,695,38,0,46,779
Boston,19,9,498,25,0,23,546
Boston,19,10,843,89,2,57,991
Boston,19,11,503,49,0,38,590
Boston,19,12,653,45,2,61,761
Boston,19,13,459,44,0,37,540
Boston,20,1,755,116,2,93,966
Boston,20,2,759,104,5,66,934
Boston,20,3,540,134,3,103,780
Boston,20,4,774,62,0,53,889
Boston,20,5,683,170,5,129,987
Boston,20,6,909,138,3,106,"1,156"
Boston,20,7,523,82,7,58,670
Boston,20,8,616,91,2,69,778
Boston,20,9,644,90,7,70,811
Boston,20,10,864,208,8,153,"1,233"
Boston,20,11,446,83,2,53,584
Boston,20,12,558,117,3,78,756
Boston,20,13,467,110,3,79,659
Boston,20,14,480,108,4,76,668
Boston,20,15,741,205,10,122,"1,078"
Boston,20,16,756,226,14,157,"1,153"
Boston,20,17,917,220,9,164,"1,310"
Boston,20,18,511,92,5,70,678
Boston,20,19,507,108,4,87,706
Boston,20,20,818,138,7,91,"1,054"
Boston,20,21,65,10,0,9,84
Boston,21,1,611,52,2,27,692
Boston,21,2,143,14,2,6,165
Boston,21,3,297,25,1,19,342
Boston,21,4,309,16,3,14,342
Boston,21,5,505,37,2,29,573
Boston,21,6,423,43,2,33,501
Boston,21,7,440,47,4,34,525
Boston,21,8,674,60,2,23,759
Boston,21,9,676,66,3,36,781
Boston,21,10,528,41,2,35,606
Boston,21,11,661,65,4,47,777
Boston,21,12,549,78,2,61,690
Boston,21,13,697,110,3,113,923
Boston,21,14,403,51,0,17,471
Boston,21,15,497,48,0,33,578
Boston,21,16,668,78,1,52,799
Boston,22,1,665,87,5,55,812
Boston,22,2,826,95,6,72,999
Boston,22,3,684,118,2,61,865
Boston,22,4,585,97,3,42,727
Boston,22,5,464,54,3,43,564
Boston,22,6,448,66,4,29,547
Boston,22,7,622,91,2,47,762
Boston,22,8,431,93,6,52,582
Boston,22,9,497,95,6,58,656
Boston,22,10,614,84,5,65,768
Boston,22,11,393,65,2,37,497
Boston,22,12,382,58,1,43,484
Boston,22,13,347,57,0,35,439
Bourne,-,1,756,464,3,212,"1,435"
Bourne,-,2,830,424,7,217,"1,478"
Bourne,-,3,359,203,6,107,675
Bourne,-,4,"1,018",444,5,202,"1,669"
Bourne,-,5,803,322,0,179,"1,304"
Bourne,-,5A,148,61,1,38,248
Bourne,-,6,765,269,4,170,"1,208"
Bourne,-,7,691,323,9,148,"1,171"
Boxborough,,,"1,804",438,17,211,"2,470"
Boxford,-,1,787,373,8,163,"1,331"
Boxford,-,2,904,393,4,163,"1,464"
Boxford,-,3,820,351,10,191,"1,372"
Boylston,,,"1,664",694,14,261,"2,633"
Braintree,-,1A,817,301,3,194,"1,315"
Braintree,-,1B,643,312,8,195,"1,158"
Braintree,-,2A,868,294,4,173,"1,339"
Braintree,-,2B,780,289,7,216,"1,292"
Braintree,-,3A,690,243,5,129,"1,067"
Braintree,-,3B,744,270,7,134,"1,155"
Braintree,-,4A,730,256,6,177,"1,169"
Braintree,-,4B,697,237,3,116,"1,053"
Braintree,-,5A,750,325,3,171,"1,249"
Braintree,-,5B,840,315,8,186,"1,349"
Braintree,-,6A,904,350,9,224,"1,487"
Braintree,-,6B,907,304,5,210,"1,426"
Brewster,-,1,"1,490",444,9,197,"2,140"
Brewster,-,2,"1,379",358,5,160,"1,902"
Brewster,-,3,"1,339",417,9,189,"1,954"
Bridgewater,-,1,771,438,4,211,"1,424"
Bridgewater,-,2,811,391,2,219,"1,423"
Bridgewater,-,3,"1,005",461,4,264,"1,734"
Bridgewater,-,4,430,240,5,111,786
Bridgewater,-,5,98,27,0,17,142
Bridgewater,-,6,553,245,3,112,913
Bridgewater,-,7,754,346,7,163,"1,270"
Bridgewater,-,8,728,262,1,99,"1,090"
Bridgewater,-,9,819,368,6,200,"1,393"
Brimfield,,,904,628,6,204,"1,742"
Brockton,1,A,483,61,0,36,580
Brockton,1,B,701,153,0,88,942
Brockton,1,C,562,124,0,69,755
Brockton,1,D,877,221,0,138,"1,236"
Brockton,2,A,319,32,0,28,379
Brockton,2,B,387,59,0,37,483
Brockton,2,C,257,35,0,31,323
Brockton,2,D,504,106,2,47,659
Brockton,3,A,507,100,1,59,667
Brockton,3,B,415,49,0,41,505
Brockton,3,C,783,213,1,106,"1,103"
Brockton,3,D,789,202,0,120,"1,111"
Brockton,4,A,242,39,1,17,299
Brockton,4,B,502,117,2,47,668
Brockton,4,C,629,187,1,81,898
Brockton,4,D,654,145,0,89,888
Brockton,5,A,355,58,0,29,442
Brockton,5,B,665,156,2,72,895
Brockton,5,C,474,85,0,41,600
Brockton,5,D,717,211,2,86,"1,016"
Brockton,6,A,497,107,2,48,654
Brockton,6,B,713,192,1,86,992
Brockton,6,C,611,125,1,75,812
Brockton,6,D,818,255,0,117,"1,190"
Brockton,7,A,410,63,2,28,503
Brockton,7,B,571,98,0,80,749
Brockton,7,C,586,69,2,70,727
Brockton,7,D,605,148,1,67,821
Brookfield,,,804,482,191,4,"1,481"
Brookline,-,1,966,89,1,74,"1,130"
Brookline,-,2,596,69,0,37,702
Brookline,-,3,"1,112",89,2,71,"1,274"
Brookline,-,4,833,89,1,69,992
Brookline,-,5,567,45,0,38,650
Brookline,-,5A,589,51,1,47,688
Brookline,-,6,"1,281",87,0,74,"1,442"
Brookline,-,7,"1,040",94,3,65,"1,202"
Brookline,-,8,"1,134",79,1,59,"1,273"
Brookline,-,9,"1,188",76,0,80,"1,344"
Brookline,-,10,"1,170",87,4,64,"1,325"
Brookline,-,11,"1,235",72,0,80,"1,387"
Brookline,-,12,"1,297",108,1,82,"1,488"
Brookline,-,13,"1,024",100,2,68,"1,194"
Brookline,-,13A,181,17,0,15,213
Brookline,-,14,998,121,2,102,"1,223"
Brookline,-,14A,257,38,0,31,326
Brookline,-,15,"1,217",171,2,141,"1,531"
Brookline,-,16,"1,129",143,2,95,"1,369"
Brookline,-,17,990,94,1,65,"1,150"
Buckland,,,704,150,0,64,918
Burlington,-,1,"1,129",418,20,258,"1,825"
Burlington,-,2,709,204,6,128,"1,047"
Burlington,-,3,"1,040",335,10,184,"1,569"
Burlington,-,4,846,230,12,170,"1,258"
Burlington,-,5,"1,210",381,17,285,"1,893"
Burlington,-,6,"1,103",373,7,286,"1,769"
Burlington,-,7,"1,017",272,13,182,"1,484"
Cambridge,1,1,534,57,2,35,628
Cambridge,1,2,255,22,1,24,302
Cambridge,1,2A,21,2,1,3,27
Cambridge,1,3,925,96,1,68,"1,090"
Cambridge,2,1,999,81,1,77,"1,158"
Cambridge,2,2,902,115,2,68,"1,087"
Cambridge,2,3,814,84,0,46,944
Cambridge,2,3A,79,12,0,6,97
Cambridge,3,1,719,58,2,63,842
Cambridge,3,2,994,76,0,56,"1,126"
Cambridge,3,3,646,34,2,45,727
Cambridge,3,3A,370,29,1,17,417
Cambridge,4,1,"1,281",88,0,67,"1,436"
Cambridge,4,2,"1,015",64,0,57,"1,136"
Cambridge,4,2A,166,15,0,6,187
Cambridge,4,3,"1,168",67,1,48,"1,284"
Cambridge,5,1,"1,067",64,1,58,"1,190"
Cambridge,5,2,149,9,0,6,164
Cambridge,5,3,"1,045",73,2,51,"1,171"
Cambridge,6,1,995,53,0,46,"1,094"
Cambridge,6,1A,317,13,0,18,348
Cambridge,6,2,680,40,1,37,758
Cambridge,6,3,"1,345",86,2,77,"1,510"
Cambridge,7,1,"1,209",52,0,55,"1,316"
Cambridge,7,2,796,59,1,39,895
Cambridge,7,2A,31,2,0,1,34
Cambridge,7,3,302,22,0,14,338
Cambridge,8,1,"1,069",57,2,54,"1,182"
Cambridge,8,2,"1,092",63,3,51,"1,209"
Cambridge,8,3,280,16,0,7,303
Cambridge,9,1,"1,784",104,1,105,"1,994"
Cambridge,9,2,"1,288",106,5,88,"1,487"
Cambridge,9,3,"1,271",112,2,94,"1,479"
Cambridge,10,1,942,58,0,51,"1,051"
Cambridge,10,1A,602,38,0,29,669
Cambridge,10,2,"1,571",76,2,84,"1,733"
Cambridge,10,3,"1,087",78,1,59,"1,225"
Cambridge,11,1,394,27,0,15,436
Cambridge,11,1A,447,47,1,26,521
Cambridge,11,2,708,61,1,51,821
Cambridge,11,3,"1,167",90,2,78,"1,337"
Cambridge,11,3A,130,7,0,7,144
Canton,-,1,913,255,2,147,"1,317"
Canton,-,2,"1,247",319,7,225,"1,798"
Canton,-,3,743,214,0,134,"1,091"
Canton,-,4,"1,033",359,1,199,"1,592"
Canton,-,5,"1,110",322,3,231,"1,666"
Canton,-,6,958,268,6,158,"1,390"
Canton,-,7,"1,052",272,6,206,"1,536"
Carlisle,,,"2,186",467,4,222,"2,879"
Carver,-,1,881,550,2,230,"1,663"
Carver,-,2,832,512,3,240,"1,587"
Carver,-,3,"1,018",541,1,258,"1,818"
Charlemont,,,387,104,0,41,532
Charlton,-,1,751,458,2,199,"1,410"
Charlton,-,2,741,539,5,224,"1,509"
Charlton,-,3,784,431,4,174,"1,393"
