City/Town,Ward,Pct,"Diana DiZoglio","Anthony M. Amore","Gloria A. Caballero-Roca","Dominic S. Giannone, III","Daniel Werner Riek","All Others",Blanks,"Total Votes Cast"
,,,Democratic,Republican,Green-Rainbow,"Workers Party",Libertarian
Waltham,5,2,458,150,29,22,10,0,32,701
Waltham,5,2A,79,23,11,4,3,0,4,124
Waltham,6,1,711,241,47,28,19,1,37,"1,084"
Waltham,6,2,395,179,19,13,10,0,32,648
Waltham,6,2A,87,37,2,3,6,0,11,146
Waltham,7,1,817,437,47,24,26,1,87,"1,439"
Waltham,7,2,269,104,16,10,7,0,28,434
Waltham,8,1,690,226,40,21,22,0,44,"1,043"
Waltham,8,2,693,273,40,22,19,1,52,"1,100"
Waltham,8,2A,10,0,0,1,0,0,0,11
Waltham,9,1,542,160,25,22,14,1,38,802
Waltham,9,2,493,168,43,20,13,0,34,771
Ware,-,A,382,369,41,26,24,0,35,877
Ware,-,B,370,551,35,32,30,0,54,"1,072"
Ware,-,C,553,745,42,27,32,0,65,"1,464"
Wareham,-,1,656,625,24,48,47,2,64,"1,466"
Wareham,-,2,725,712,24,47,53,1,69,"1,631"
Wareham,-,3,706,670,31,33,48,1,70,"1,559"
Wareham,-,4,654,644,28,29,40,0,64,"1,459"
Wareham,-,5,634,774,29,38,36,3,60,"1,574"
Wareham,-,6,536,601,28,46,45,0,66,"1,322"
Warren,-,A,460,705,52,38,42,0,57,"1,354"
Warren,-,B,170,229,13,6,15,0,16,449
Warwick,,,219,111,20,12,14,0,27,403
Washington,,,151,104,12,2,6,0,10,285
Watertown,-,1,598,249,45,26,13,0,27,958
Watertown,-,2,760,241,42,25,17,0,31,"1,116"
Watertown,-,3,878,239,59,45,18,1,35,"1,275"
Watertown,-,4,"1,000",282,78,26,24,3,65,"1,478"
Watertown,-,5,622,172,45,28,20,0,34,921
Watertown,-,6,716,208,44,23,21,3,47,"1,062"
Watertown,-,7,811,332,53,26,19,1,64,"1,306"
Watertown,-,8,831,267,47,23,17,0,71,"1,256"
Watertown,-,9,641,233,49,23,9,0,42,997
Watertown,-,10,783,333,35,32,23,0,60,"1,266"
Watertown,-,11,751,381,28,24,23,0,45,"1,252"
Watertown,-,12,690,341,30,27,23,2,52,"1,165"
Wayland,-,1,"1,118",536,56,15,28,0,91,"1,844"
Wayland,-,2,948,463,46,29,33,1,100,"1,620"
Wayland,-,3,950,427,38,16,27,0,87,"1,545"
Wayland,-,4,"1,062",585,28,17,45,0,118,"1,855"
Webster,-,1,254,273,14,21,10,1,13,586
Webster,-,1A,117,104,3,6,8,1,10,249
Webster,-,2,279,229,24,24,14,2,13,585
Webster,-,3,411,497,20,19,27,0,26,"1,000"
Webster,-,4,603,955,27,25,45,1,56,"1,712"
Webster,-,5,489,594,30,26,27,2,36,"1,204"
Wellesley,-,A,892,558,29,16,34,4,118,"1,651"
Wellesley,-,B,"1,041",550,33,14,33,0,110,"1,781"
Wellesley,-,C,791,835,18,7,38,1,135,"1,825"
Wellesley,-,D,984,509,26,18,27,0,119,"1,683"
Wellesley,-,E,864,526,34,8,23,1,116,"1,572"
Wellesley,-,F,563,383,24,2,16,0,73,"1,061"
Wellesley,-,G,521,227,18,11,11,0,51,839
Wellesley,-,H,918,627,32,8,30,0,119,"1,734"
Wellfleet,,,"1,336",439,80,24,56,1,96,"2,032"
Wendell,,,313,71,57,12,16,0,15,484
Wenham,-,1,363,308,15,1,10,0,43,740
Wenham,-,1A,589,499,14,9,28,0,96,"1,235"
"W. Boylston",-,1,716,722,32,26,43,7,76,"1,622"
"W. Boylston",-,2,835,878,48,27,57,2,79,"1,926"
"W. Bridgewater",-,1,589,830,21,37,39,0,95,"1,611"
"W. Bridgewater",-,2,602,865,19,53,35,2,92,"1,668"
"W. Brookfield",,,709,856,46,33,39,0,66,"1,749"
"W. Newbury",,,"1,421",950,45,19,52,0,99,"2,586"
"W. Springfield",-,1,177,153,21,5,5,0,14,375
"W. Springfield",-,2,271,197,37,20,8,0,23,556
"W. Springfield",-,3,434,395,45,14,24,1,53,966
"W. Springfield",-,4,498,415,49,23,22,0,56,"1,063"
"W. Springfield",-,5,659,747,64,18,26,0,112,"1,626"
"W. Springfield",-,6,570,689,66,25,27,0,94,"1,471"
"W. Springfield",-,7,511,726,57,29,28,0,93,"1,444"
"W. Springfield",-,8,444,432,69,20,13,0,79,"1,057"
"W. Stockbridge",,,484,153,39,20,20,0,34,750
"W. Tisbury",,,"1,240",284,65,31,48,0,105,"1,773"
Westborough,-,1,563,245,24,21,25,0,48,926
Westborough,-,2,541,323,20,12,19,1,40,956
Westborough,-,3,632,351,37,27,22,0,49,"1,118"
Westborough,-,4,557,368,21,18,21,0,61,"1,046"
Westborough,-,5,919,695,32,14,29,2,94,"1,785"
Westborough,-,6,"1,055",625,45,22,38,1,83,"1,869"
Westfield,1,A,616,724,64,21,32,0,96,"1,553"
Westfield,1,B,484,662,77,34,32,0,83,"1,372"
Westfield,2,A,257,193,35,15,19,0,19,538
Westfield,2,A1,20,16,3,0,0,0,1,40
Westfield,2,B,387,397,61,16,20,0,54,935
Westfield,3,A,304,255,62,28,18,1,29,697
Westfield,3,B,527,490,76,27,38,0,84,"1,242"
Westfield,4,A,204,343,17,19,9,0,39,631
Westfield,4,B,642,746,66,31,32,0,108,"1,625"
Westfield,5,A,587,822,69,17,31,0,106,"1,632"
Westfield,5,B,512,836,65,18,32,1,95,"1,559"
Westfield,6,A,467,682,68,24,22,0,76,"1,339"
Westfield,6,B,380,532,46,17,26,0,48,"1,049"
Westfield,6,B1,24,36,0,4,4,0,9,77
Westford,-,1,754,566,29,22,36,0,83,"1,490"
Westford,-,2,747,547,42,30,38,2,70,"1,476"
Westford,-,3,917,668,22,19,41,2,71,"1,740"
Westford,-,4,867,575,30,24,26,0,71,"1,593"
Westford,-,5,835,644,30,22,29,0,75,"1,635"
Westford,-,6,793,672,37,20,37,1,77,"1,637"
Westford,-,7,985,612,36,10,41,0,75,"1,759"
Westhampton,,,514,334,56,17,14,0,39,974
Westminster,-,1,521,666,33,22,28,0,44,"1,314"
Westminster,-,2,408,509,23,13,31,0,45,"1,029"
Westminster,-,2A,146,199,5,7,7,0,11,375
Westminster,-,3,538,545,32,19,45,0,48,"1,227"
Weston,-,1,785,507,31,7,36,1,85,"1,452"
Weston,-,2,657,477,20,13,28,1,76,"1,272"
Weston,-,3,578,445,17,8,31,1,86,"1,166"
Weston,-,4,615,526,13,9,23,2,98,"1,286"
Westport,-,A,555,676,21,36,26,0,56,"1,370"
Westport,-,B,847,813,39,35,40,0,93,"1,867"
Westport,-,C,520,658,27,39,29,0,58,"1,331"
Westport,-,D,526,634,28,41,25,0,77,"1,331"
Westport,-,E,789,804,44,39,30,0,118,"1,824"
Westwood,-,1,899,567,17,21,33,1,98,"1,636"
Westwood,-,2,758,688,32,14,27,2,98,"1,619"
Westwood,-,3,735,605,30,18,24,0,108,"1,520"
Westwood,-,4,595,630,21,17,30,0,95,"1,388"
Westwood,-,5,781,708,23,19,22,0,135,"1,688"
Weymouth,-,1,587,448,15,145,17,0,60,"1,272"
Weymouth,-,2,703,637,25,129,18,0,99,"1,611"
Weymouth,-,3,634,622,21,160,20,0,69,"1,526"
Weymouth,-,4,598,511,18,97,13,1,72,"1,310"
Weymouth,-,5,609,390,15,108,20,0,51,"1,193"
Weymouth,-,6,717,582,16,140,13,0,75,"1,543"
Weymouth,-,7,477,398,20,98,14,1,53,"1,061"
Weymouth,-,8,584,490,25,97,25,1,72,"1,294"
Weymouth,-,9,435,384,12,64,12,0,47,954
Weymouth,-,9A,146,147,0,26,4,1,14,338
Weymouth,-,10,492,400,22,86,14,0,52,"1,066"
Weymouth,-,11,488,338,21,69,15,2,43,976
Weymouth,-,12,671,580,18,116,24,0,79,"1,488"
Weymouth,-,13,412,304,16,58,14,1,35,840
Weymouth,-,14,717,551,18,88,10,0,85,"1,469"
Weymouth,-,15,665,659,18,113,22,0,88,"1,565"
Weymouth,-,16,748,690,18,97,22,1,74,"1,650"
Weymouth,-,17,482,434,15,64,12,2,53,"1,062"
Weymouth,-,18,607,371,15,52,12,0,42,"1,099"
Whately,,,486,290,59,17,13,0,35,900
Whitman,-,1,743,743,35,103,43,0,93,"1,760"
Whitman,-,2,563,716,19,74,27,0,75,"1,474"
Whitman,-,3,604,713,21,115,29,0,67,"1,549"
Whitman,-,4,621,663,19,96,29,1,90,"1,519"
Wilbraham,-,A,737,774,49,34,35,1,68,"1,698"
Wilbraham,-,B,652,729,40,33,19,3,75,"1,551"
Wilbraham,-,C,660,853,54,32,37,0,60,"1,696"
Wilbraham,-,D,713,856,66,26,33,1,93,"1,788"
Williamsburg,,,953,235,130,41,29,0,65,"1,453"
Williamstown,-,1,842,227,44,31,20,0,58,"1,222"
Williamstown,-,2,241,41,24,12,7,0,16,341
Williamstown,-,3,939,246,66,34,20,0,56,"1,361"
Wilmington,-,1,846,822,36,26,32,0,57,"1,819"
Wilmington,-,2,747,848,19,23,29,4,94,"1,764"
Wilmington,-,3,718,814,25,14,33,2,75,"1,681"
Wilmington,-,4,789,848,25,28,30,1,58,"1,779"
Wilmington,-,5,736,757,17,22,35,1,72,"1,640"
Wilmington,-,6,787,909,22,27,28,0,91,"1,864"
Winchendon,-,1,354,545,24,26,28,0,22,999
Winchendon,-,2,460,637,30,35,28,2,38,"1,230"
Winchendon,-,3,443,636,33,30,22,0,50,"1,214"
Winchester,-,1,708,498,28,15,19,1,70,"1,339"
Winchester,-,2,608,411,27,20,14,2,54,"1,136"
Winchester,-,3,812,501,25,14,16,0,100,"1,468"
Winchester,-,4,640,637,18,16,27,1,88,"1,427"
Winchester,-,5,602,622,19,10,10,1,62,"1,326"
Winchester,-,6,587,646,17,4,13,2,81,"1,350"
Winchester,-,7,663,602,22,7,22,1,91,"1,408"
Winchester,-,8,446,416,9,14,11,0,55,951
Windsor,,,198,155,20,4,6,0,14,397
Winthrop,-,1,538,495,27,36,13,2,55,"1,166"
Winthrop,-,2,559,526,29,26,15,1,65,"1,221"
Winthrop,-,3,555,381,38,22,1,17,53,"1,067"
Winthrop,-,4,476,351,13,19,4,20,34,917
Winthrop,-,5,592,520,29,21,14,2,82,"1,260"
Winthrop,-,6,616,359,36,32,17,1,42,"1,103"
Woburn,1,1,445,373,15,13,18,1,54,919
Woburn,1,2,520,374,21,12,17,0,65,"1,009"
Woburn,1,2A,36,29,4,6,0,0,1,76
Woburn,2,1,561,504,14,25,13,0,63,"1,180"
Woburn,2,2,499,299,28,19,15,0,47,907
Woburn,3,1,586,396,17,25,30,0,75,"1,129"
Woburn,3,2,597,719,29,17,20,0,84,"1,466"
Woburn,4,1,537,568,14,24,23,0,90,"1,256"
Woburn,4,2,520,422,18,21,16,0,51,"1,048"
Woburn,5,1,562,338,22,10,25,1,55,"1,013"
Woburn,5,2,508,439,23,15,16,0,56,"1,057"
Woburn,6,1,366,271,15,18,10,0,33,713
Woburn,6,2,544,482,17,25,14,1,66,"1,149"
Woburn,7,1,615,698,18,18,19,0,76,"1,444"
Woburn,7,2,630,669,29,23,11,0,103,"1,465"
Worcester,1,1,399,194,24,22,16,2,42,699
Worcester,1,2,837,603,24,22,23,0,95,"1,604"
Worcester,1,3,470,309,16,10,19,0,46,870
Worcester,1,4,861,401,44,35,22,3,84,"1,450"
Worcester,1,5,494,334,27,22,28,2,54,961
Worcester,1,6,763,509,37,33,35,1,88,"1,466"
Worcester,2,1,729,413,37,18,36,0,73,"1,306"
Worcester,2,2,570,369,26,18,23,1,56,"1,063"
Worcester,2,3,590,399,31,26,26,3,64,"1,139"
Worcester,2,4,481,176,16,9,13,3,32,730
Worcester,2,5,312,112,13,11,8,0,30,486
Worcester,2,6,506,275,25,9,16,0,47,878
Worcester,3,1,209,81,22,13,5,0,16,346
Worcester,3,2,181,48,15,7,9,0,13,273
Worcester,3,3,458,309,14,19,17,1,49,867
Worcester,3,4,235,64,23,9,5,0,18,354
Worcester,3,5,440,209,30,15,13,1,27,735
Worcester,3,6,438,240,28,18,14,2,28,768
Worcester,4,1,174,60,18,6,4,2,9,273
Worcester,4,2,145,63,9,8,7,1,19,252
Worcester,4,2A,106,75,5,7,10,0,4,207
Worcester,4,3,231,76,12,12,7,0,13,351
Worcester,4,4,311,187,16,18,15,0,27,574
Worcester,4,5,492,258,25,20,15,0,53,863
Worcester,4,6,406,284,26,16,12,1,35,780
Worcester,5,1,264,99,8,11,9,1,17,409
Worcester,5,2,435,301,14,18,17,1,39,825
Worcester,5,3,589,489,26,22,20,0,52,"1,198"
Worcester,5,4,549,359,30,15,23,1,37,"1,014"
Worcester,5,5,482,364,26,19,22,1,43,957
Worcester,5,6,394,255,26,15,9,0,36,735
Worcester,6,1,152,60,8,9,5,0,11,245
Worcester,6,2,262,118,16,12,13,0,17,438
Worcester,6,3,214,102,17,12,6,0,18,369
Worcester,6,4,52,29,1,0,1,0,3,86
Worcester,6,5,286,183,22,15,20,1,26,553
Worcester,6,6,457,290,14,16,19,1,30,827
Worcester,7,1,504,264,31,26,17,0,52,894
Worcester,7,2,399,284,30,14,21,1,35,784
Worcester,7,3,300,145,26,11,11,0,22,515
Worcester,7,4,475,263,26,20,17,0,31,832
Worcester,7,5,325,266,16,6,11,0,33,657
Worcester,7,5A,109,70,5,7,7,0,11,209
Worcester,7,6,463,298,36,21,20,0,42,880
Worcester,8,1,201,80,18,13,8,1,18,339
Worcester,8,2,142,76,15,13,5,0,9,260
Worcester,8,3,102,24,7,10,2,0,5,150
Worcester,8,4,276,110,35,24,7,1,24,477
Worcester,8,5,220,113,17,13,8,1,10,382
Worcester,8,6,170,80,12,5,9,0,13,289
Worcester,9,1,445,160,34,24,17,0,33,713
Worcester,9,2,729,303,44,24,15,1,85,"1,201"
Worcester,9,3,396,189,16,10,13,0,36,660
Worcester,9,4,760,416,38,23,32,1,93,"1,363"
Worcester,9,5,832,519,36,23,20,1,97,"1,528"
Worcester,9,6,668,410,46,23,24,2,68,"1,241"
Worcester,10,1,209,83,21,14,13,0,22,362
Worcester,10,2,293,103,29,18,13,3,22,481
Worcester,10,3,240,76,22,14,7,2,29,390
Worcester,10,4,208,89,21,9,8,0,7,342
Worcester,10,5,174,66,23,5,4,1,16,289
Worcester,10,6,182,46,10,10,4,0,12,264
Worthington,,,373,218,49,18,14,0,19,691
Wrentham,-,1,552,740,15,47,31,2,75,"1,462"
Wrentham,-,2,638,760,21,26,48,2,84,"1,579"
Wrentham,-,3,602,682,26,26,52,0,84,"1,472"
Wrentham,-,4,558,773,20,29,46,2,70,"1,498"
Yarmouth,-,1,897,750,13,14,72,0,91,"1,837"
Yarmouth,-,2,823,699,21,17,52,0,75,"1,687"
Yarmouth,-,3,527,450,20,23,74,0,51,"1,145"
Yarmouth,-,4,712,563,21,25,81,0,57,"1,459"
Yarmouth,-,5,562,595,19,29,62,0,43,"1,310"
Yarmouth,-,6,663,520,24,18,70,0,61,"1,356"
Yarmouth,-,7,954,811,19,18,59,0,80,"1,941"
Yarmouth,-,8,521,445,11,16,38,0,54,"1,085"
Yarmouth,-,8A,90,80,3,2,16,0,3,194
TOTALS,,,"1,310,773","897,223","68,646","51,877","48,625","1,648","132,669","2,511,461"
